"symbol"	"num_hgnc_id"	"chr"	"pos"	"glen"	"prob"	"s_het"
"UBQLNL"	"28294"	"11"	1428	1428	1.68307409134791e-05	NA
"UBR1"	"16808"	"15"	5986	5986	7.20691493230224e-05	0.033381952
"UBR2"	"21289"	"6"	6248	6248	7.79260939810616e-05	0.081613699
"UBR3"	"30467"	"2"	6491	6491	9.08585646538103e-05	0.222870057
"UBR4"	"30313"	"1"	17759	17759	0.000256697514133418	0.177509987
"UBR5"	"16806"	"8"	9330	9330	0.000123399249035004	0.615396766
"UBR7"	"20344"	"14"	1438	1438	2.01513780635305e-05	0.024184336
"UBTD1"	"25683"	"10"	716	716	1.56490121382459e-05	0.260994403
"UBTD2"	"24463"	"5"	737	737	1.12703206003152e-05	0.230826833
"UBTF"	"12511"	"17"	2659	2659	4.53980267447107e-05	0.457784608
"UBXN1"	"18402"	"11"	1137	1137	1.92466284310951e-05	0.02491681
"UBXN10"	"26354"	"1"	843	843	1.24205725205054e-05	0.004325137
"UBXN11"	"30600"	"1"	1908	1908	3.27143369356135e-05	NA
"UBXN2A"	"27265"	"2"	860	860	1.04125107564257e-05	0.005882951
"UBXN2B"	"27035"	"8"	1108	1108	1.49645456632236e-05	0.048539704
"UBXN4"	"14860"	"2"	1843	1843	2.4398077738619e-05	0.084346778
"UBXN6"	"14928"	"19"	1505	1505	3.19371506565344e-05	0.017061635
"UBXN7"	"29119"	"3"	1630	1630	2.23813279429358e-05	0.136264816
"UCHL1"	"12513"	"4"	854	854	1.45940780698855e-05	0.30860916
"UCHL3"	"12515"	"13"	1029	1029	1.45656352542759e-05	0.007260981
"UCHL5"	"19678"	"1"	1859	1859	3.09878586875076e-05	0.071439669
"UCK1"	"14859"	"9"	980	980	2.13792355077501e-05	0.016696677
"UCK2"	"12562"	"1"	882	882	1.59792008575733e-05	0.307689659
"UCKL1"	"15938"	"20"	2054	2054	4.74590373196327e-05	0.005814956
"UCMA"	"25205"	"10"	481	481	8.30211626052265e-06	0.002137494
"UCN"	"12516"	"2"	375	375	1.20061439724019e-05	NA
"UCN2"	"18414"	"3"	339	339	6.25795569468241e-06	NA
"UCN3"	"17781"	"10"	486	486	8.40367279572782e-06	0.157640404
"UCP1"	"12517"	"4"	1004	1004	1.83738332786298e-05	0.005112417
"UCP2"	"12518"	"11"	1055	1055	1.75488427675734e-05	0.003422442
"UCP3"	"12519"	"11"	1023	1023	1.87035269063511e-05	NA
"UEVLD"	"30866"	"11"	1636	1636	1.93810652818732e-05	0.001684985
"UFC1"	"26941"	"1"	584	584	9.54562204544271e-06	0.020634904
"UFD1"	"12520"	"22"	1102	1102	1.66823204314922e-05	0.245164992
"UFL1"	"23039"	"6"	2673	2673	3.41351055020594e-05	0.004606105
"UFM1"	"20597"	"13"	459	459	7.45359783726962e-06	0.048011974
"UFSP1"	"33821"	"7"	429	429	8.0573464194096e-06	0.010376893
"UFSP2"	"25640"	"4"	1586	1586	2.00982630051301e-05	0.010317018
"UGCG"	"12524"	"9"	1313	1313	1.6882449187549e-05	0.133039714
"UGDH"	"12525"	"4"	1700	1700	2.11853418716236e-05	0.005494219
"UGGT1"	"15663"	"2"	5308	5308	6.85969259568094e-05	0.031203195
"UGGT2"	"15664"	"13"	5276	5276	6.42745543029166e-05	NA
"UGP2"	"12527"	"2"	1725	1725	2.11420603729547e-05	0.027177377
"UGT1A"	"12529"	"2"	5181	5181	7.14856625579097e-05	NA
"UGT2A1"	"12542"	"4"	2458	2458	2.88253586881883e-05	NA
"UGT2A3"	"28528"	"4"	1664	1664	1.9543005507688e-05	0.006496323
"UGT2B10"	"12544"	"4"	1667	1667	1.93363182681642e-05	0.002047086
"UGT2B11"	"12545"	"4"	1670	1670	1.91497975569772e-05	NA
"UGT2B15"	"12546"	"4"	1673	1673	1.96288898480976e-05	0.002269051
"UGT2B17"	"12547"	"4"	1673	1673	1.99602188525337e-05	0.008751726
"UGT2B28"	"13479"	"4"	1670	1670	1.95772277467351e-05	0.003085699
"UGT2B4"	"12553"	"4"	1718	1718	2.06524395958152e-05	NA
"UGT2B7"	"12554"	"4"	1670	1670	2.00655086711364e-05	0.005653326
"UGT3A1"	"26625"	"5"	1770	1770	2.15799844659972e-05	0.001417426
"UGT3A2"	"27266"	"5"	1668	1668	2.17622530920828e-05	0.004413789
"UGT8"	"12555"	"4"	1690	1690	2.0931002959438e-05	0.037736914
"UHMK1"	"19683"	"1"	1426	1426	2.20417728844954e-05	0.106996094
"UHRF1BP1"	"21216"	"6"	4657	4657	5.88673779330877e-05	0.00919548
"UHRF1BP1L"	"29102"	"12"	4743	4743	5.36786412643962e-05	0.048234409
"UHRF2"	"12557"	"9"	2684	2684	3.64542356432984e-05	0.072066387
"UIMC1"	"30298"	"5"	2373	2373	2.88219676439552e-05	0.020510987
"ULBP1"	"14893"	"6"	783	783	9.8225141881503e-06	0.002801117
"ULBP2"	"14894"	"6"	789	789	1.11285284287873e-05	0.004493098
"ULBP3"	"14895"	"6"	783	783	1.24848344028199e-05	NA
"ULK1"	"12558"	"12"	3647	3647	7.81598726372238e-05	0.035059738
"ULK2"	"13480"	"17"	3527	3527	4.9231615684915e-05	0.017828798
"ULK3"	"19703"	"15"	1804	1804	3.26309750378703e-05	0.015837781
"ULK4"	"15784"	"3"	4508	4508	5.49255287887487e-05	NA
"UMAD1"	"48955"	"7"	325	325	4.78138621309507e-06	NA
"UMOD"	"12559"	"16"	2416	2416	4.7549044591629e-05	0.007965299
"UMODL1"	"12560"	"21"	4661	4661	8.28426756706082e-05	NA
"UMPS"	"12563"	"3"	1523	1523	2.22579132417674e-05	0.011354761
"UNC119"	"12565"	"17"	884	884	2.00717624167855e-05	0.007470397
"UNC119B"	"16488"	"12"	820	820	1.88502492786556e-05	0.041145993
"UNC13A"	"23150"	"19"	6195.66666666667	6195.66666666667	0.00012056853103256	0.071366374
"UNC13B"	"12566"	"9"	5509	5509	8.05191474851199e-05	0.017989296
"UNC13C"	"23149"	"15"	7202	7202	8.52166532909839e-05	0.015728208
"UNC13D"	"23147"	"17"	4042	4042	7.22666925525548e-05	0.007888853
"UNC45A"	"30594"	"15"	3139	3139	5.37228977145457e-05	NA
"UNC45B"	"14304"	"17"	3086	3086	4.85857589502314e-05	0.011105627
"UNC50"	"16046"	"2"	895	895	1.19209249401127e-05	0.014483494
"UNC5A"	"12567"	"5"	2933	2933	5.76849245779046e-05	0.076731437
"UNC5B"	"12568"	"10"	3094	3094	6.04023323754702e-05	0.015984172
"UNC5C"	"12569"	"4"	3129	3129	4.7327702257991e-05	0.026345172
"UNC5CL"	"21203"	"6"	1669	1669	2.95995608721325e-05	0.006379979
"UNC5D"	"18634"	"8"	3284	3284	4.99109904203409e-05	0.092950142
"UNC79"	"19966"	"14"	8774	8774	0.00012835954881642	0.125405754
"UNC80"	"26582"	"2"	10789	10789	0.000156854862068434	NA
"UNC93A"	"12570"	"6"	1486	1486	2.70593429432033e-05	NA
"UNC93B1"	"13481"	"11"	1953	1953	4.72229968789459e-05	NA
"UNCX"	"33194"	"7"	1628	1628	5.97015376946612e-05	NA
"UNG"	"12572"	"12"	1143	1143	2.11640910114965e-05	0.019716578
"UNK"	"29369"	"17"	2917	2917	5.99571813430859e-05	0.124456422
"UNKL"	"14184"	"16"	3694	3694	8.4729238313681e-05	NA
"UPB1"	"16297"	"22"	1504	1504	2.6782821802696e-05	NA
"UPF1"	"9962"	"19"	3742	3742	7.90728589673142e-05	0.151538056
"UPF2"	"17854"	"10"	4139	4139	5.10358614559898e-05	0.194884515
"UPF3A"	"20332"	"13"	1575	1575	2.77602006384508e-05	0.017304546
"UPF3B"	"20439"	"X"	1612	1612	2.13474672044573e-05	NA
"UPK1A"	"12577"	"19"	987	987	2.00779809354195e-05	0.002835207
"UPK1B"	"12578"	"3"	879	879	1.1598988256542e-05	0.010379585
"UPK2"	"12579"	"11"	619	619	9.71571609054892e-06	0.000950054
"UPK3A"	"12580"	"22"	944	944	1.68492998550123e-05	NA
"UPK3B"	"21444"	"7"	1107	1107	2.16841937374559e-05	0.004231071
"UPK3BL1"	"37278"	"7"	872	872	1.54036320351046e-05	NA
"UPP1"	"12576"	"7"	1031	1031	1.74309781962163e-05	0.005599532
"UPP2"	"23061"	"2"	1253	1253	1.66647941815009e-05	0.003165613
"UPRT"	"28334"	"X"	1049	1049	1.56302640474792e-05	0.088238917
"UQCC1"	"15891"	"20"	1197	1197	1.70089844835413e-05	0.020089416
"UQCC2"	"21237"	"6"	429	429	7.56900437823259e-06	0.023792352
"UQCC3"	"34399"	"11"	298	298	7.30999441821314e-06	0.003519134
"UQCR10"	"30863"	"22"	247	247	6.15694380677938e-06	0.000233423
"UQCR11"	"30862"	"19"	187	187	4.20947103323455e-06	0.004612502
"UQCRB"	"12582"	"8"	697	697	8.7884622744791e-06	0.006470917
"UQCRC1"	"12585"	"3"	1635	1635	2.98293810265968e-05	0.022122811
"UQCRC2"	"12586"	"16"	1601	1601	2.04794839974065e-05	0.016736986
"UQCRFS1"	"12587"	"19"	841	841	1.65010647817607e-05	0.221224478
"UQCRH"	"12590"	"1"	324	324	5.30831518406577e-06	0.036783513
"UQCRQ"	"29594"	"5"	265	265	6.23126545927583e-06	0.05953459
"URAD"	"17785"	"13"	538	538	1.54359312138831e-05	0.002705489
"URB1"	"17344"	"21"	7424	7424	0.000121023390667788	NA
"URB2"	"28967"	"1"	4703	4703	6.6926542671348e-05	0.007974741
"URGCP"	"30890"	"7"	3000	3000	4.94097579622936e-05	0.044460564
"URI1"	"13236"	"19"	1945	1945	2.87644194054046e-05	0.031185477
"URM1"	"28378"	"9"	619	619	9.65295185458124e-06	0.064922834
"UROC1"	"26444"	"3"	2531	2531	4.36933153258267e-05	0.002214231
"UROD"	"12591"	"1"	1248	1248	1.90169417594342e-05	0.007632118
"UROS"	"12592"	"10"	968	968	1.26264939409571e-05	0.008938713
"USB1"	"25792"	"16"	1079.66666666667	1079.66666666667	1.70984622933973e-05	0.015227895
"USE1"	"30882"	"19"	932	932	1.75098111713158e-05	0.022398074
"USF1"	"12593"	"1"	1077	1077	1.70941871281436e-05	0.041109845
"USF2"	"12594"	"19"	1477	1477	3.30484731686421e-05	0.247934434
"USF3"	"30494"	"3"	6821	6821	7.90700881928593e-05	0.148699885
"USH1C"	"12597"	"11"	3283	3283	5.41594132591293e-05	NA
"USH1G"	"16356"	"17"	1418	1418	3.4953977791423e-05	0.007448614
"USH2A"	"12601"	"1"	16846	16846	0.000219335271087691	NA
"USHBP1"	"24058"	"19"	2288	2288	3.77680834409353e-05	0.003958332
"USO1"	"30904"	"4"	3330	3330	4.04349504364984e-05	0.026794264
"USP1"	"12607"	"1"	2471	2471	2.62057028785257e-05	0.154636278
"USP10"	"12608"	"16"	2684	2684	4.03051252340886e-05	NA
"USP11"	"12609"	"X"	3212	3212	5.96573538596255e-05	0.129505026
"USP12"	"20485"	"13"	1241	1241	1.64165645863048e-05	0.060745442
"USP13"	"12611"	"3"	2912	2912	4.41636900085533e-05	0.008788216
"USP14"	"12612"	"18"	1727	1727	2.16781332567328e-05	0.055978025
"USP15"	"12613"	"12"	3489	3489	4.16651745541075e-05	0.067580711
"USP16"	"12614"	"21"	2806	2806	3.25312469217479e-05	0.012525023
"USP17L10"	"44438"	"4"	1593	1593	2.50956236903095e-05	NA
"USP17L11"	"44439"	"4"	1593	1593	2.54598438105719e-05	NA
"USP17L12"	"44440"	"4"	1593	1593	2.49454197315915e-05	NA
"USP17L13"	"44441"	"4"	1803	1803	2.8064036027945e-05	NA
"USP17L15"	"44443"	"4"	1590	1590	2.54053789806385e-05	NA
"USP17L17"	"44445"	"4"	1593	1593	2.52356234591746e-05	NA
"USP17L18"	"44446"	"4"	1593	1593	2.52375811195609e-05	NA
"USP17L19"	"44447"	"4"	1593	1593	2.52290777601168e-05	NA
"USP17L2"	"34434"	"8"	1593	1593	2.40624824652705e-05	0.001553169
"USP17L20"	"44448"	"4"	1593	1593	2.54201562709655e-05	NA
"USP17L21"	"44449"	"4"	1593	1593	2.49549790061623e-05	NA
"USP17L22"	"44450"	"4"	1593	1593	2.52375035359442e-05	NA
"USP17L23"	"44451"	"4"	552	552	9.20709702327826e-06	NA
"USP17L24"	"44453"	"4"	1593	1593	2.5391198112514e-05	NA
"USP17L25"	"44452"	"4"	1593	1593	2.5391198112514e-05	NA
"USP17L26"	"44454"	"4"	1593	1593	2.5391198112514e-05	NA
"USP17L27"	"44455"	"4"	1593	1593	2.5391198112514e-05	NA
"USP17L28"	"44456"	"4"	1593	1593	2.5391198112514e-05	NA
"USP17L29"	"44457"	"4"	1593	1593	2.5391198112514e-05	NA
"USP17L30"	"44458"	"4"	1593	1593	2.5391198112514e-05	NA
"USP17L5"	"37177"	"4"	1593	1593	2.5558195953083e-05	NA
"USP18"	"12616"	"22"	1263	1263	1.77388043162538e-05	0.047281979
"USP19"	"12617"	"3"	4800	4800	7.87129166085564e-05	0.195180475
"USP2"	"12618"	"11"	2202	2202	4.0886758608219e-05	0.021553113
"USP20"	"12619"	"9"	3097	3097	6.38032199064987e-05	0.019539247
"USP21"	"12620"	"1"	1874	1874	3.19421429909987e-05	0.048499108
"USP22"	"12621"	"17"	1913	1913	3.69962059789732e-05	0.067910507
"USP24"	"12623"	"1"	8935	8935	0.000121660534490266	0.089715244
"USP25"	"12624"	"21"	3778	3778	4.73625417925152e-05	0.061887575
"USP26"	"13485"	"X"	2742	2742	3.18098897318564e-05	0.014925676
"USP27X"	"13486"	"X"	1317	1317	2.02685437044012e-05	NA
"USP28"	"12625"	"11"	3717	3717	4.85972713190376e-05	0.037148763
"USP29"	"18563"	"19"	2769	2769	3.10671963197142e-05	0.003747982
"USP3"	"12626"	"15"	1995	1995	2.81567181139626e-05	0.145955989
"USP30"	"20065"	"12"	1761	1761	2.71255083528188e-05	0.022015781
"USP31"	"20060"	"16"	4513	4513	8.31226655728522e-05	0.029414711
"USP32"	"19143"	"17"	5611	5611	7.39382442681665e-05	0.161952371
"USP33"	"20059"	"1"	3209	3209	3.72116770222294e-05	0.089027804
"USP34"	"20066"	"2"	11909	11909	0.000143434100624367	0.138452535
"USP35"	"20061"	"11"	3211	3211	6.68422309837029e-05	0.031198943
"USP36"	"20062"	"17"	3900	3900	6.75097942436831e-05	0.007873879
"USP37"	"20063"	"2"	3346	3346	3.91042713882073e-05	0.119970458
"USP38"	"20067"	"4"	3321	3321	4.32561035084953e-05	0.017409794
"USP39"	"20071"	"2"	1960	1960	3.31705769045228e-05	0.025214883
"USP4"	"12627"	"3"	3888	3888	5.71710801298612e-05	0.007133442
"USP40"	"20069"	"2"	4344	4344	5.73238284765026e-05	0.005640957
"USP41"	"20070"	"22"	1247	1247	1.79194246377744e-05	NA
"USP42"	"20068"	"7"	4191	4191	8.24803629206542e-05	0.084180073
"USP43"	"20072"	"17"	3706	3706	6.88855037081098e-05	0.025408959
"USP44"	"20064"	"12"	2203	2203	2.89715339177475e-05	0.00906258
"USP45"	"20080"	"6"	2819	2819	3.15462133305473e-05	NA
"USP46"	"20075"	"4"	1252	1252	1.71238915291444e-05	0.090968525
"USP47"	"20076"	"11"	4576	4576	5.44893065804432e-05	0.519448326
"USP48"	"18533"	"1"	3692	3692	4.91581815637412e-05	0.186863837
"USP49"	"20078"	"6"	2178	2178	4.39259624651599e-05	0.088909844
"USP5"	"12628"	"12"	2881	2881	4.80521039850987e-05	0.074882261
"USP50"	"20079"	"15"	1101	1101	1.44664684190897e-05	0.001213128
"USP51"	"23086"	"X"	2136	2136	3.43387112619608e-05	0.202225601
"USP53"	"29255"	"4"	3446	3446	4.10069215842177e-05	0.009681629
"USP54"	"23513"	"10"	5566	5566	7.05922630484717e-05	NA
"USP6"	"12629"	"17"	4804	4804	6.77288398026889e-05	NA
"USP6NL"	"16858"	"10"	2921	2921	4.55402839769148e-05	0.017450841
"USP7"	"12630"	"16"	3873	3873	5.73009014502128e-05	0.371405321
"USP8"	"12631"	"15"	3645	3645	4.38666419132984e-05	0.27172597
"USP9X"	"12632"	"X"	8401	8401	0.000105959714575217	0.620360495
"USPL1"	"20294"	"13"	3391	3391	3.92023951436244e-05	0.038828106
"UST"	"17223"	"6"	1333	1333	2.16636629464258e-05	0.218318899
"UTF1"	"12634"	"10"	1042	1042	3.96301960015287e-05	NA
"UTP11"	"24329"	"1"	874	874	1.32556993759311e-05	0.006392987
"UTP14A"	"10665"	"X"	2581	2581	3.25058279770947e-05	0.365678196
"UTP14C"	"20321"	"13"	2301	2301	2.74208263367892e-05	0.017849579
"UTP15"	"25758"	"5"	1733	1733	2.10655372513778e-05	0.348991979
"UTP18"	"24274"	"17"	2012	2012	3.15962980970819e-05	0.037501872
"UTP20"	"17897"	"12"	9334	9334	0.00011778249662254	0.029746305
"UTP23"	"28224"	"8"	1136	1136	1.47941020450667e-05	0.013899652
"UTP25"	"28440"	"1"	2447	2447	3.29901970521476e-05	0.011377689
"UTP3"	"24477"	"4"	1440	1440	2.18417577694245e-05	0.017116789
"UTP4"	"1983"	"16"	2564	2564	3.82049836034489e-05	0.034414237
"UTP6"	"18279"	"17"	2082	2082	2.64199993762424e-05	0.014409367
"UTRN"	"12635"	"6"	11813	11813	0.000153536175045393	NA
"UTS2"	"12636"	"1"	671	671	8.69785309328998e-06	0.024878989
"UTS2B"	"30894"	"3"	424	424	5.44224258647174e-06	NA
"UTS2R"	"4468"	"17"	1170	1170	3.50339875330153e-05	NA
"UVRAG"	"12640"	"11"	2397	2397	3.50473626303777e-05	0.07781929
"UVSSA"	"29304"	"4"	2322	2322	4.61166950105872e-05	0.004617324
"UXS1"	"17729"	"2"	1562	1562	2.72030671495047e-05	0.028115077
"UXT"	"12641"	"X"	590	590	9.3524010076558e-06	0.226513133
"VAC14"	"25507"	"16"	2637	2637	4.50353041672731e-05	0.024650018
"VAMP1"	"12642"	"12"	473	473	6.52597493734643e-06	0.064407375
"VAMP2"	"12643"	"17"	439	439	7.15766463408593e-06	0.235609672
"VAMP3"	"12644"	"1"	367	367	5.83705974687479e-06	0.022315492
"VAMP4"	"12645"	"1"	524	524	6.16063912575038e-06	0.272493462
"VAMP5"	"12646"	"2"	383	383	7.00866627067747e-06	0.000535066
"VAMP7"	"11486"	"X"	947	947	1.12003264797955e-05	0.009656074
"VAMP8"	"12647"	"2"	484	484	7.14163398763026e-06	0.015792149
"VANGL1"	"15512"	"1"	1673	1673	2.70163391600288e-05	0.049062991
"VANGL2"	"15511"	"1"	1662	1662	3.29299255458382e-05	0.088905486
"VAPA"	"12648"	"18"	981	981	1.29410124634916e-05	0.015251635
"VAPB"	"12649"	"20"	812	812	1.17280023839239e-05	0.05027377
"VARS"	"12651"	"6"	4243	4243	7.70104530149081e-05	0.017511482
"VARS2"	"21642"	"6"	3746	3746	6.0591679124612e-05	0.004420407
"VASH1"	"19964"	"14"	1555	1555	3.02571375165678e-05	0.082438326
"VASH2"	"25723"	"1"	1190	1190	2.06538433661028e-05	0.087897663
"VASN"	"18517"	"16"	2022	2022	4.59258733762404e-05	NA
"VASP"	"12652"	"19"	1336	1336	2.44191606859327e-05	0.044861372
"VAT1"	"16919"	"17"	1309	1309	2.68644715878519e-05	0.018747112
"VAT1L"	"29315"	"16"	1388	1388	2.37018228301478e-05	0.003694321
"VAV1"	"12657"	"19"	3001	3001	5.08385991613735e-05	0.174746563
"VAV2"	"12658"	"9"	3101	3101	5.5495817789412e-05	0.018490198
"VAV3"	"12659"	"1"	3182	3182	3.91538378440493e-05	0.025845717
"VAX1"	"12660"	"10"	1193	1193	3.41957725593e-05	0.097279165
"VAX2"	"12661"	"2"	905	905	2.14711065873332e-05	0.081766118
"VBP1"	"12662"	"X"	760	760	9.31767109782604e-06	0.223893054
"VCAM1"	"12663"	"1"	2348	2348	2.87513535931635e-05	0.02731321
"VCAN"	"2464"	"5"	10422	10422	0.000127734953508617	0.075056483
"VCL"	"12665"	"10"	3741	3741	5.76642144022203e-05	0.047176964
"VCP"	"12666"	"9"	2677	2677	3.98361472505412e-05	0.442480389
"VCPIP1"	"30897"	"8"	3701	3701	5.17758532941524e-05	0.42077335
"VCPKMT"	"20352"	"14"	770	770	1.3770609642417e-05	0.00276542
"VCX"	"12667"	"X"	1073	1073	2.19000729180235e-05	NA
"VCX2"	"18158"	"X"	436	436	9.60541838486247e-06	NA
"VCX3A"	"18159"	"X"	577	577	1.11691614571946e-05	NA
"VCX3B"	"31838"	"X"	757	757	1.34019344178906e-05	NA
"VDAC1"	"12669"	"5"	965	965	1.46477089424139e-05	0.322060523
"VDAC2"	"12672"	"10"	1139	1139	1.42233935247461e-05	0.032488215
"VDAC3"	"12674"	"8"	988	988	1.1879379327226e-05	0.32357243
"VDR"	"12679"	"12"	1636	1636	2.70791014267148e-05	0.045842633
"VEGFA"	"12680"	"6"	1381	1381	3.2191445246069e-05	NA
"VEGFB"	"12681"	"11"	764	764	1.46611931561828e-05	0.001785619
"VEGFC"	"12682"	"4"	1359	1359	2.19114999307844e-05	0.063588964
"VEGFD"	"3708"	"X"	1161	1161	1.55657457582586e-05	0.007856141
"VENTX"	"13639"	"10"	809	809	1.56218780284897e-05	0.00070859
"VEPH1"	"25735"	"3"	2820	2820	3.32684100895531e-05	0.004584211
"VEZF1"	"12949"	"17"	1660	1660	2.21597301893753e-05	0.123098195
"VEZT"	"18258"	"12"	2641	2641	3.16392480104231e-05	0.0243905
"VGF"	"12684"	"7"	1848	1848	5.67550331914342e-05	NA
"VGLL1"	"20985"	"X"	825	825	1.25995971774339e-05	0.063395113
"VGLL2"	"20232"	"6"	1002	1002	2.6673991596636e-05	0.252105729
"VGLL3"	"24327"	"3"	1063	1063	1.49549473602706e-05	0.096596218
"VGLL4"	"28966"	"3"	1241	1241	2.46041343192365e-05	0.057936006
"VHL"	"12687"	"3"	674	674	1.80232094132446e-05	0.033204584
"VHLL"	"30666"	"1"	420	420	7.24836369087747e-06	0.014175471
"VIL1"	"12690"	"2"	2992	2992	4.6830986155462e-05	0.007754466
"VILL"	"30906"	"3"	2941	2941	5.13574494098224e-05	NA
"VIM"	"12692"	"10"	1606	1606	3.31295552420025e-05	0.064220923
"VIP"	"12693"	"6"	579	579	6.7658346115557e-06	0.00517205
"VIPAS39"	"20347"	"14"	1864	1864	2.72393235376619e-05	0.012548194
"VIPR1"	"12694"	"3"	1569	1569	2.82835788246743e-05	0.004455317
"VIPR2"	"12695"	"7"	2340	2340	4.96604503319929e-05	0.006603589
"VIRMA"	"24500"	"8"	5861	5861	7.12641228582941e-05	0.058042905
"VIT"	"12697"	"2"	2431	2431	3.86761857477857e-05	NA
"VKORC1"	"23663"	"16"	1244	1244	2.53275375387975e-05	0.021205317
"VKORC1L1"	"21492"	"7"	676	676	1.34192779085627e-05	0.244455356
"VLDLR"	"12698"	"9"	2910	2910	4.29753427316305e-05	0.015525688
"VMA21"	"22082"	"X"	564	564	1.29279302227129e-05	0.16433556
"VMAC"	"33803"	"19"	526	526	1.32001144799856e-05	NA
"VMO1"	"30387"	"17"	675	675	1.75786412222681e-05	0.005402757
"VMP1"	"29559"	"17"	1436	1436	1.82263409776508e-05	0.077199987
"VN1R1"	"13548"	"19"	1062	1062	1.12641208480504e-05	0.00364886
"VN1R2"	"19872"	"19"	1188	1188	1.47849626676103e-05	0.005973131
"VN1R4"	"19871"	"19"	906	906	1.13467777379879e-05	0.00119322
"VNN1"	"12705"	"6"	1638	1638	2.11908462610894e-05	0.00402259
"VNN2"	"12706"	"6"	1659	1659	2.05554861693207e-05	0.002004727
"VNN3"	"16431"	"6"	1830	1830	2.31854286221595e-05	0.005264253
"VOPP1"	"34518"	"7"	738	738	1.37005610408277e-05	0.004286483
"VPREB1"	"12709"	"22"	465	465	7.64514882389839e-06	0.003809213
"VPREB3"	"12710"	"22"	388	388	7.54910794493759e-06	0.003357546
"VPS11"	"14583"	"11"	3065	3065	4.79744762739872e-05	0.063001374
"VPS13A"	"1908"	"9"	10797	10797	0.000125042789693935	0.028410887
"VPS13B"	"2183"	"8"	13239	13239	0.000162014195203669	0.010130747
"VPS13C"	"23594"	"15"	12638	12638	0.000144963627884544	NA
"VPS13D"	"23595"	"1"	14369	14369	0.000198010683043232	0.050810825
"VPS16"	"14584"	"20"	3017	3017	4.95033854267432e-05	0.019596953
"VPS18"	"15972"	"15"	2986	2986	5.72516740578119e-05	0.072026468
"VPS25"	"28122"	"17"	611	611	1.10047798543314e-05	0.064480093
"VPS26A"	"12711"	"10"	1204	1204	1.37362310484695e-05	0.034209167
"VPS26B"	"28119"	"11"	1091	1091	2.14784998293397e-05	0.327139621
"VPS26C"	"3044"	"21"	1006	1006	1.81457229854334e-05	0.100311574
"VPS28"	"18178"	"8"	896	896	1.8229667749697e-05	0.030559158
"VPS29"	"14340"	"12"	720	720	9.23855319831658e-06	0.272781941
"VPS33A"	"18179"	"12"	2084	2084	3.32314183408966e-05	0.038691242
"VPS33B"	"12712"	"15"	2206	2206	3.24327147402007e-05	0.007096456
"VPS35"	"13487"	"16"	2647	2647	3.25960240900396e-05	0.025373671
"VPS35L"	"24641"	"16"	3805	3805	6.15889617036691e-05	0.010663544
"VPS36"	"20312"	"13"	1369	1369	1.84732454706617e-05	0.021434825
"VPS37A"	"24928"	"8"	1679	1679	2.16144947640085e-05	0.028454485
"VPS37B"	"25754"	"12"	1021	1021	1.90065741375224e-05	0.081366267
"VPS37C"	"26097"	"11"	1116	1116	1.87780679108547e-05	0.011747902
"VPS37D"	"18287"	"7"	804	804	1.91314401170399e-05	NA
"VPS39"	"20593"	"15"	3061	3061	4.09004694926181e-05	0.018757049
"VPS41"	"12713"	"7"	3121	3121	3.80414890449742e-05	0.005589251
"VPS45"	"14579"	"1"	2199	2199	2.87935070179082e-05	0.016053648
"VPS4A"	"13488"	"16"	1474	1474	2.63076244206981e-05	0.074641485
"VPS4B"	"10895"	"18"	1518	1518	1.98782687224287e-05	0.02476415
"VPS50"	"25956"	"7"	3595	3595	4.39054375463283e-05	0.053942847
"VPS51"	"1172"	"11"	2767	2767	6.50353662410215e-05	0.01128437
"VPS52"	"10518"	"6"	2653	2653	4.293250316555e-05	0.027622116
"VPS53"	"25608"	"17"	3303	3303	5.04475099990631e-05	0.017018656
"VPS54"	"18652"	"2"	3305	3305	3.74600259196081e-05	0.051097037
"VPS72"	"11644"	"1"	1208	1208	2.09779698411539e-05	0.040307125
"VPS8"	"29122"	"3"	5046	5046	6.04771225696505e-05	0.011325773
"VPS9D1"	"13526"	"16"	2120	2120	4.43897645314596e-05	0.014868595
"VRK1"	"12718"	"14"	1367	1367	1.69347845920713e-05	0.01735181
"VRK2"	"12719"	"2"	1751	1751	1.98306567911161e-05	0.007730265
"VRK3"	"18996"	"19"	1694	1694	2.51236777083751e-05	0.006403476
"VRTN"	"20223"	"14"	2109	2109	3.80066831395709e-05	0.115436019
"VSIG1"	"28675"	"X"	1384	1384	2.02592194816251e-05	0.025031642
"VSIG10"	"26078"	"12"	1751	1751	2.64956324781337e-05	0.013366518
"VSIG10L"	"27111"	"19"	2748	2748	5.8487070096058e-05	NA
"VSIG2"	"17149"	"11"	1084	1084	1.67308121744469e-05	0.009313722
"VSIG4"	"17032"	"X"	1316	1316	1.83430652931163e-05	0.001909871
"VSIG8"	"32063"	"1"	1341	1341	2.94330933136291e-05	0.01635464
"VSIR"	"30085"	"10"	1032	1032	1.93027933534485e-05	0.026151648
"VSNL1"	"12722"	"2"	608	608	8.49290150416385e-06	0.315758324
"VSTM1"	"29455"	"19"	977	977	1.44040782968647e-05	0.002041631
"VSTM2A"	"28499"	"7"	1196	1196	2.10004161017356e-05	0.025448446
"VSTM2B"	"33595"	"19"	922	922	2.89712657641356e-05	NA
"VSTM2L"	"16096"	"20"	668	668	1.73150349166852e-05	0.055909928
