gene_id	mutation_category	events_n	dist	probability
CHD5	nonsense	0	nan	nan
CHD6	missense	9	1228.9	0.06648793351206647
CHD6	nonsense	0	nan	nan
CHD7	missense	23	1102.9	7.999992000008003e-05
CHD7	nonsense	0	nan	nan
CHD8	missense	9	889.2,nan	0.0151069848930151
CHD8	nonsense	0	nan,nan	nan
CHD9	missense	8	2577.6	0.9288560711439289
CHD9	nonsense	0	nan	nan
CHERP	missense	2	1914.0	0.8967901032098968
CHERP	nonsense	0	nan	nan
CHGB	missense	3	433.6	0.39511660488339506
CHGB	nonsense	0	nan	nan
CHIA	missense	3	565.2,nan	0.7950222049777951
CHIA	nonsense	0	nan,nan	nan
CHL1	missense	3	274.1	0.07006392993607005
CHL1	nonsense	0	nan	nan
CHMP3	missense	2	603.0	0.982965017034983
CHMP3	nonsense	0	nan	nan
CHMP6	missense	2	nan	nan
CHMP6	nonsense	0	nan	nan
CHN1	missense	2	624.0	0.69020430979569
CHN1	nonsense	0	nan	nan
CHRD	missense	3	1442.0	0.9488400511599488
CHRD	nonsense	0	nan	nan
CHRM1	missense	2	146.0	0.20005079994920005
CHRM1	nonsense	0	nan	nan
CHRM3	missense	2	11.0	0.014346985653014354
CHRM3	nonsense	0	nan	nan
CHRNA2	missense	3	289.3,nan	0.3315956684043316
CHRNA2	nonsense	0	nan,nan	nan
CHRNA4	missense	4	374.9	0.3412436587563412
CHRNA4	nonsense	0	nan	nan
CHRNA5	missense	2	798.0	0.762953237046763
CHRNA5	nonsense	0	nan	nan
CHST12	missense	2	240.0	0.36806763193236797
CHST12	nonsense	0	nan	nan
CHST13	missense	3	550.6	0.982981017018983
CHST13	nonsense	0	nan	nan
CHST3	missense	3	336.5	0.5055724944275057
CHST3	nonsense	0	nan	nan
CHSY3	missense	2	2111.0	0.9568810431189568
CHSY3	nonsense	0	nan	nan
CHTF18	missense	13	761.3	0.2947067052932946
CHTF18	nonsense	0	nan	nan
CIDEB	missense	2	99.0,nan,nan	0.2857487142512857
CIDEB	nonsense	0	nan,nan,nan	nan
CIITA	missense	4	756.2	0.457822542177458
CIITA	nonsense	0	nan	nan
CILP2	missense	3	2012.0	0.993970006029994
CILP2	nonsense	0	nan	nan
CILP	missense	2	1312.0	0.5908784091215911
CILP	nonsense	0	nan	nan
CISH	missense	2	685.0	0.9688800311199689
CISH	nonsense	0	nan	nan
