symbol	dNdS_macaque	CODING_GERP	PROMOTER_GERP	glen	cancer_gene	PPI_DGR	PPI_BTWN	PPI_LLS2HI	median_fetalbrain_rpkm	relevant_go	pLI
SPATA6L	0.420289855072464	1.67	-0.23	1465	FALSE	42	54.405544281	3	0	FALSE	1.0446e-16
SPATA7	0.439868204283361	1.28	0	2108	FALSE	219	2501.6340332	4	2.333107	FALSE	5.1769e-13
SPATA9	0.461318051575931	1.84	1.5	867	FALSE	62	148.113815308	3	0	FALSE	3.4805e-05
SPATC1	0.363716814159292	0.54	1.42	1840	FALSE	94	431.612030029	6	0	FALSE	3.2793e-09
SPATC1L	0.0567493112947658	2.41	-0.34	1071	FALSE	126	1255.13879395	3	5.156648	FALSE	1.7055e-08
SPATS2	0.425287356321839	4.33	0.88	2032.333	FALSE	172	1157.10253906	8	9.567467	FALSE	0.97239
SPATS2L	0.117063492063492	3.05	0.46	2002	FALSE	NA	NA	NA	6.251939	FALSE	0.55833
SPC24	0.1490727532097	1.08	0.76	980	FALSE	479	4898.39355469	15	1.227566	FALSE	0.00014316
SPC25	0	2.94	-0.47	757	FALSE	531	4857.23095703	15	1.019187	FALSE	0.025506
SPCS1	0.167910447761194	3.87	-0.26	558	FALSE	NA	NA	NA	18.170103	FALSE	0.013927
SPCS3	0.215223097112861	3.84	0.57	607	FALSE	527	6188.71826172	1	9.893187	FALSE	0.81991
SPDEF	0.231513260530421	3.11	2.11	1072	FALSE	465	6954.49316406	21	0	TRUE	0.97178
SPDYC	0.358568479008947	0.48	-0.75	978	FALSE	22	5.73991394043	0	0	FALSE	4.8667e-05
SPECC1	0.330415754923414	1.74	0.28	3497	FALSE	476	4210.73925781	20	2.458476	FALSE	0.00086772
SPECC1L	0.0700934579439252	2.79	0.33	3578	FALSE	544	6735.75634766	35	12.886776	FALSE	0.85887
SPEF2	0.374501992031873	2.38	0.47	7150	FALSE	326	5719.39746094	11	0	FALSE	3.1152e-25
SPEG	0.210596026490066	3.03	1.71	10662.67	FALSE	1101	21900.71875	42	1.420349	TRUE	0.92315
SPEM2	0.803658536585366	0.56	0.78	1538	FALSE	2	0.175405472517	0	0	FALSE	7.7303e-12
SPEN	0.176470588235294	4.42	3.39	11510	TRUE	667	8039.17480469	72	12.876877	TRUE	1
SPESP1	0.641357027463651	-0.33	-0.35	1069	FALSE	166	1925.28991699	1	0	FALSE	0.39465
SPG11	0.432748538011696	2.87	-0.72	8023	FALSE	405	5701.30859375	15	4.24187	FALSE	1.6013e-39
SPG7	0.0851342501637197	1.53	-0.76	3144	FALSE	1417	38229.53125	34	11.807725	TRUE	1.9683e-36
SPHK1	0.1	1.72	-0.36	1543	FALSE	894	13946.0478516	27	0	TRUE	3.0327e-07
SPHK2	0.170190274841438	1.71	0.42	2654	FALSE	636	7066.90136719	19	4.685699	TRUE	1.28e-07
SPHKAP	0.378625954198473	1.75	-0.01	5279	FALSE	912	15322.9345703	58	8.4924	FALSE	0.93594
SPI1	0.0287769784172662	2.75	3.58	1127	FALSE	1680	45756.3203125	78	0	TRUE	0.98206
SPIB	0.147027027027027	1.57	0.69	932	FALSE	463	4385.70361328	19	0	TRUE	0.91231
SPICE1	0.354477611940298	2.92	0.19	2824	FALSE	511	6655.44580078	20	0	FALSE	4.407e-15
SPIDR	0.452504317789292	1.3	-0.71	3258	FALSE	128	764.85949707	2	4.430456	FALSE	2.3847e-17
SPIN1	0.770582793709528	3.76	0.43	853	FALSE	282	1828.09777832	17	73.471428	FALSE	0.97049
SPIN3	0.2375	1.38	-0.16	777	FALSE	383	3685.93041992	28	3.209671	FALSE	0.77837
SPIN4	0.0964467005076142	2.61	-0.06	750	FALSE	142	333.811859131	5	3.969048	FALSE	0.75843
SPINDOC	0.0865051903114187	1.15	0.85	1330	FALSE	21	16.7135238647	2	7.409003	FALSE	0.99142
SPINK2	NA	0.09	-0.96	453	FALSE	243	5019.45263672	4	0	FALSE	0.069796
SPINK4	2.56281407035176	0.62	-0.15	447	FALSE	233	3850.96557617	3	0	FALSE	0.29634
SPINK5	0.447971781305115	1.77	1.91	3826	FALSE	397	6877.05615234	5	0	FALSE	4.846e-28
SPINT2	0.251748251748252	1.53	-0.36	857	FALSE	471	7743.22900391	17	45.898117	FALSE	0.00075147
SPIRE1	0.345908299477655	2.96	-0.24	2622.333	FALSE	318	2263.24975586	7	28.700103	FALSE	0.042486
SPIRE2	0.152091254752852	2.26	0.67	2389	FALSE	286	1929.21704102	10	8.453296	FALSE	2.4375e-09
SPN	0.683899556868538	-1	1.1	1203	FALSE	789	7161.50634766	21	0	FALSE	0.014408
SPNS1	0.0918774966711052	2.68	-0.23	2157	FALSE	355	5720.62255859	11	19.711282	FALSE	0.020414
SPNS2	0.035230352303523	2.29	1.69	2192	FALSE	334	3103.28637695	10	6.438732	FALSE	1.2449e-05
SPNS3	0.398449612403101	1.84	-0.39	1715	FALSE	358	2973.65942383	9	0	FALSE	1.7173e-12
SPO11	0.1316685584563	2.76	-1.01	1385	FALSE	1150	30020.0839844	56	0	FALSE	1.4473e-08
SPOCD1	0.721596724667349	0.59	-1.19	4059	FALSE	227	1332.79980469	14	0	FALSE	2.491e-12
SPOCK1	0.0452961672473868	3.44	0.96	1464	FALSE	700	14462.3564453	22	29.471351	TRUE	0.82592
SPOCK2	0.0426332288401254	3.43	1.48	1515	FALSE	598	12759.9667969	25	6.444739	FALSE	0.24144
SPOCK3	0.29973474801061	2.82	1.17	1560	FALSE	866	11861.0166016	51	2.747671	FALSE	0.013583
SPON2	0.124819624819625	1.29	-0.68	1060	FALSE	NA	NA	NA	0	TRUE	2.6609e-15
SPOP	0	4.5	2.64	1256	TRUE	904	17523.6738281	69	15.184146	FALSE	0.99922
SPOPL	0.0247747747747748	4.31	1.22	1323	FALSE	644	8106.61132812	30	2.291839	FALSE	0.011897
SPP2	0.815765352887259	0.48	-0.66	732	FALSE	360	3105.22631836	5	0	TRUE	1.693e-14
SPPL2C	0.212519319938176	1.24	0.78	2055	FALSE	484	4511.42578125	27	0	FALSE	0.00018192
SPR	0.161676646706587	2.39	-1.08	818	FALSE	370	3354.35571289	7	1.619396	FALSE	0.0434
SPRED1	0.450980392156863	4.09	1.83	1431	FALSE	512	3868.82641602	36	6.425481	FALSE	0.97246
SPRED2	0	3.75	3.09	1441	FALSE	490	6555.14355469	23	7.714974	FALSE	2.8684e-07
SPRED3	0.473266278454208	1.87	0.2	1614	FALSE	235	831.598388672	15	0	FALSE	0.21151
SPRR2A	NA	0.6	-0.2	219	FALSE	239	4230.27685547	4	0	FALSE	NA
SPRR2G	NA	0.46	-0.56	222	FALSE	181	2988.52978516	2	0	FALSE	NA
SPRTN	0.230666666666667	1.79	-0.2	1586	FALSE	481	4814.10205078	8	1.79671	FALSE	0.97354
SPRY1	0.105660377358491	2.57	1.22	960	FALSE	4	0.0568986237049	1	2.563803	FALSE	0.0030398
SPRY2	NA	3.16	1.28	948	FALSE	815	19421.2128906	79	9.399776	TRUE	0.97126
SPRYD3	0.451575262543757	3.47	1.92	1616	FALSE	230	1592.625	12	18.974222	FALSE	0.14961
SPRYD7	0.140880503144654	4.07	-0.39	655	FALSE	146	1061.3927002	2	4.631996	FALSE	0.00020923
SPSB1	0.0130081300813008	3.53	-0.12	838	FALSE	589	7727.48632812	22	1.852539	FALSE	0.51982
SPSB2	NA	2.38	-0.25	940	FALSE	419	3124.70849609	11	1.505946	FALSE	0.02137
SPSB3	0.0157894736842105	2.13	-0.48	1148	FALSE	318	3239.48144531	9	37.858365	FALSE	0.036104
SPSB4	0.0207182320441989	3.26	2.05	838	FALSE	532	6730.31835938	20	3.150117	FALSE	0.00041849
SPTA1	0.450830140485313	2.05	0.31	8076	FALSE	949	31525.6132812	42	0	TRUE	2.6001e-18
SPTAN1	0.0358056265984655	3.68	1.19	8365	TRUE	1135	23418.7539062	78	125.71972	TRUE	1
SPTB	0.121917808219178	3.09	2.94	7721	FALSE	801	15396.1240234	36	2.653687	TRUE	1
SPTBN1	0.0209895052473763	3.89	1.24	7843	FALSE	1081	24533.1757812	62	50.025251	TRUE	1
SPTBN2	0.0549450549450549	2.93	1.13	7892	FALSE	1107	21068.0449219	74	25.528101	TRUE	9.9268e-05
SPTBN4	0.199457994579946	2.53	0.18	8572	FALSE	1230	22352.25	67	4.309006	TRUE	1
SPTBN5	0.320353982300885	1.2	0.78	12081	FALSE	722	8864.49902344	36	0	TRUE	8.2224e-118
SPTLC1	0.439540507859734	2.87	0.61	1659	FALSE	738	11851.7773438	22	6.581684	FALSE	4.1945e-11
SPTLC2	0.15187969924812	3.33	1.41	1865	FALSE	672	12078.953125	19	4.165835	FALSE	0.78035
SPTSSA	0	3.22	0.56	232	FALSE	168	1426.7734375	4	6.242856	FALSE	0.64582
SPTY2D1	0.432291666666667	3.02	0.76	2138	FALSE	171	1056.81799316	2	2.223051	FALSE	0.94476
SPZ1	0.68141592920354	-0.34	0.1	1293	FALSE	284	4615.94628906	17	0	FALSE	NA
SQLE	0.502988047808765	2.91	-0.18	2031.333	FALSE	946	17429.2382812	27	35.992617	FALSE	0.97594
SQOR	0.191435768261965	2.56	-0.14	1481	FALSE	554	7060.08154297	8	0	FALSE	4.1314e-10
SRBD1	0.365168074868963	3.33	0.02	3292	FALSE	818	11283.2431641	50	2.118703	FALSE	1.6921e-20
SRCAP	0.539419087136929	3.27	2.2	10189	FALSE	1350	19820.4941406	104	11.202224	TRUE	1
SRCIN1	0.0340836012861736	3.09	1.59	4092	FALSE	2	0.0060606058687	1	12.376423	FALSE	0.99987
SREBF1	0.135051546391753	1.95	0.35	4063	FALSE	1353	29014.5664062	47	4.60623	TRUE	0.014708
SREBF2	0.332704995287465	2.37	1.43	3714	FALSE	883	11702.296875	35	67.50574	TRUE	0.20734
SREK1	0.359145527369826	3.76	-0.24	2051	FALSE	782	8248.44726562	43	2.909747	FALSE	0.9148
SRFBP1	0.200657894736842	2.05	-1.33	1402	FALSE	175	1145.49658203	5	2.259423	FALSE	7.1253e-12
SRGAP1	0	3.48	0.42	3644	FALSE	507	4324.40087891	21	12.097877	TRUE	0.99845
SRGAP3	0.148255813953488	3.73	1.74	3683	FALSE	1053	19925.9921875	90	7.167106	FALSE	0.9997
SRGN	0.403892944038929	0.76	1.64	509	FALSE	758	16384.2246094	3	3.52517	FALSE	0.69656
SRL	0.0110132158590308	3.63	0.51	1502	FALSE	385	3049.9453125	11	0	FALSE	8.0004e-08
SRM	0.00761570005858231	2.01	0.79	2689	FALSE	933	12328.8476562	21	44.127999	FALSE	0.23479
SRMS	0.08584686774942	1.49	-0.39	1579	FALSE	775	6580.86035156	36	0	FALSE	1.2721e-12
SRP54	0	4.52	-0.13	1739	FALSE	1741	48698.6679688	32	10.176175	FALSE	0.99895
SRP68	0.0342771982116244	3.18	0.47	2124	FALSE	808	12075.7851562	18	20.523558	FALSE	0.045673
SRP72	0.0542635658914729	3.87	2.04	2357	FALSE	701	6852.56005859	24	23.353275	FALSE	0.0017104
SRPK1	0.0777777777777778	3.98	2.15	2812	FALSE	983	27381.96875	38	15.59446	FALSE	1.91e-05
SRPK2	0.244741873804971	3.8	1.56	2523	FALSE	764	16974.8476562	31	22.691033	TRUE	0.99697
SRPK3	0.0668724279835391	2.89	1.01	2198	FALSE	501	5052.22021484	19	0	FALSE	0.29235
SRPRA	0.0325443786982249	3.57	0.48	2125	FALSE	1117	18038.4082031	26	6.917604	FALSE	0.77836
SRPX	0.0647181628392484	3.51	0.93	1665	FALSE	361	4381.10205078	12	0	FALSE	0.0030756
SRPX2	0.261374636979671	3.75	1.57	1542	FALSE	513	8940.2578125	26	0	FALSE	0.04812
SRR	0.374025974025974	3.46	0.62	1119	FALSE	667	10275.5712891	27	21.654498	TRUE	0.0057964
SRRD	0.257790368271955	0.86	-0.54	1116	FALSE	80	160.909225464	0	9.609855	FALSE	1.8029e-08
SRRM1	0.125714285714286	3.96	2.2	3090.667	FALSE	1232	21466.7402344	72	5.946009	FALSE	1
SRRM2	0.329081632653061	3.04	1.52	8593	FALSE	1114	18448.7851562	76	36.177868	FALSE	1
SRRM3	NA	2.28	1.19	2186	FALSE	NA	NA	NA	2.576049	FALSE	0.20868
SRRM4	0.12059620596206	2.9	2.15	2028	FALSE	580	6575.12597656	52	15.657071	TRUE	0.46456
SRRM5	0.680738786279683	-0.6	0.51	2193	FALSE	17	9.31456947327	1	26.589484	FALSE	NA
SRRT	0.0110782865583456	2.96	-0.62	2958	FALSE	8	0.244227334857	1	18.620664	FALSE	0.59362
SRSF1	NA	4.87	2.98	888	FALSE	1951	41288.4179688	90	37.775521	TRUE	0.98268
SRSF11	0.0850277264325323	4	0.68	1944	FALSE	779	8739.45507812	31	12.088638	FALSE	0.99806
SRSF12	0.128571428571429	3.78	-0.25	850	FALSE	1013	9875.53613281	24	5.186774	FALSE	0.033102
SRSF2	0.0273876404494382	2.7	-0.19	682	TRUE	1273	16533.7480469	77	35.656348	FALSE	0.47898
SRSF3	0	4.2	0.27	601	FALSE	1186	15241.2558594	38	58.923018	FALSE	0.96323
SRSF5	0	4.23	1.54	995	FALSE	1132	17744.9453125	36	14.440459	FALSE	0.69255
SRSF7	0	4.12	1.15	829	FALSE	959	13925.6123047	29	30.707333	FALSE	0.98203
SRSF9	0	4.08	1.55	714	FALSE	1075	12009.9580078	27	25.439287	FALSE	0.63924
SS18	0.102857142857143	4.13	0.92	1417	FALSE	346	3687.07006836	37	8.615711	TRUE	0.74566
SS18L1	0.161014686248331	2.59	0.81	1516	FALSE	280	2791.63647461	32	24.889907	TRUE	0.98229
SSBP2	0	4.65	3.17	1461	FALSE	3	23.8801803589	0	24.422492	FALSE	0.99777
SSBP3	0.830787781350482	3.63	1.45	1490	FALSE	254	3856.55053711	15	12.126829	TRUE	0.99968
SSBP4	0.0611559139784946	1.72	-0.31	1613	FALSE	135	2045.49182129	3	17.494955	FALSE	0.37022
SSC4D	0.405603311047437	2.53	0.6	1872	FALSE	66	473.952423096	1	0	FALSE	5.1832e-12
SSC5D	NA	0.92	0.79	5009	FALSE	96	604.393859863	0	0	FALSE	8.1581e-23
SSFA2	0.465732087227414	2.84	1.72	4161	FALSE	186	1263.50512695	7	2.468386	FALSE	5.3472e-07
SSH1	0.191752577319588	2.03	0.46	3781	FALSE	777	6379.76416016	36	3.717162	FALSE	0.00033003
SSH2	0.31651376146789	2.98	1.59	4770	FALSE	778	7018.73974609	41	6.241353	FALSE	0.99684
SSH3	0.222652468538238	2.25	1.73	2188	FALSE	880	9837.47558594	35	0	FALSE	3.4726e-14
SSPN	0.130281690140845	2.59	0.91	793	FALSE	365	4749.12304688	10	0	FALSE	0.039646
SSR3	0	3.56	-0.36	683	FALSE	468	5875.06494141	3	14.507019	FALSE	0.74736
SSR4	0.0350756533700138	3	1.38	602	FALSE	625	10267.9072266	14	16.411823	FALSE	0.87499
SSRP1	0.0130434782608696	3.73	0.99	2370	FALSE	1686	33025.515625	97	32.923064	TRUE	0.99585
SSSCA1	0.0819397993311037	3.19	0.48	695	FALSE	293	8845.96875	6	48.906568	FALSE	1.8426e-07
SST	0.0776515151515152	3.92	2.84	367	FALSE	1703	36969.3828125	119	27.202849	TRUE	0.34128
SSTR1	0.00937207122774133	3.58	-0.32	1176	FALSE	664	5775.76464844	37	1.767681	FALSE	0.7473
SSTR2	0.0662162162162162	3.43	0.8	1196	FALSE	757	9527.01269531	44	12.072869	FALSE	0.44416
SSTR3	0.0398924249215598	2.54	0.15	1257	FALSE	4	0.011290888302	0	0	FALSE	9.9007e-05
SSTR4	0.104728012201322	1.38	-0.98	1167	FALSE	757	7599.19482422	43	0	FALSE	3.6978e-13
SSTR5	NA	1.94	-0.46	1140	FALSE	709	6866.19775391	40	0	FALSE	0.00095544
SSU72	0	2.06	0.11	887	FALSE	777	8271.58203125	33	16.192232	FALSE	0.77861
SSX2IP	0.109144542772861	3.47	0.39	2097	FALSE	344	6274.93359375	4	6.13769	FALSE	2.307e-09
ST14	0.0833333333333333	1.99	-0.98	2856	FALSE	388	3547.30151367	4	0	FALSE	0.56042
ST18	0.449289099526066	3.14	3.53	3448	FALSE	291	1805.06506348	20	2.35241	FALSE	0.99459
ST3GAL1	0.049039098740888	2.45	-0.6	1104	FALSE	398	7282.00537109	6	8.47755	FALSE	0.58269
ST3GAL2	0.0271139705882353	3.87	0.38	1133	FALSE	339	4880.63769531	2	10.418475	FALSE	0.9417
ST3GAL3	0.238754325259516	3.67	2.38	1515	FALSE	394	6270.25146484	9	10.050646	FALSE	0.0025598
ST3GAL4	0.478470179192297	3.03	0.26	1179	FALSE	383	6317.19335938	9	4.78169	FALSE	0.039802
ST3GAL5	0.177316293929712	2.31	0.09	1743	FALSE	361	4901.4375	8	5.924339	FALSE	0.0013115
ST3GAL6	0	3.12	-0.19	1323	FALSE	NA	NA	NA	1.626605	FALSE	2.3272e-08
ST5	0.113522537562604	3.98	0.82	4217	FALSE	257	2669.26977539	7	0	FALSE	0.99996
ST6GAL2	0.149942329873126	1.96	-0.43	1745	FALSE	370	4857.49951172	15	17.822573	FALSE	0.005662
ST6GALNAC1	0.324968632371393	0.19	0.27	2000	FALSE	348	5548.66894531	5	0	FALSE	1.3809e-11
ST6GALNAC2	0.317857142857143	1.49	-0.58	1253	FALSE	322	3649.02197266	2	0	FALSE	7.472e-15
ST6GALNAC3	0.123244929797192	3.66	1.53	982	FALSE	313	4678.51123047	1	3.046255	FALSE	0.00026424
ST6GALNAC4	0.0548494983277592	3.22	-0.04	973	FALSE	333	4577.47802734	3	3.872303	FALSE	3.5202e-07
ST6GALNAC6	0.0540254237288136	3.33	0.06	1215.667	FALSE	217	1020.61560059	1	16.230358	FALSE	0.0022236
ST7	0.0455696202531646	4.24	1.47	2500	FALSE	141	953.225708008	4	7.757129	FALSE	0.99703
ST8SIA1	0.0195758564437194	3.35	1.67	1437	FALSE	426	9720.62207031	12	2.411113	FALSE	0.493
ST8SIA3	0.0845588235294118	4.48	2.42	1191	FALSE	973	23205.6777344	52	1.786335	FALSE	0.85912
ST8SIA4	0.0317073170731707	4.21	2.06	1148	FALSE	441	7681.48193359	12	3.152646	TRUE	0.00040145
ST8SIA5	0.138207757467677	3.76	0.63	1351	FALSE	425	4744.06884766	21	1.75995	FALSE	0.00056385
ST8SIA6	0.257495590828924	1.82	1.15	1309	FALSE	285	3770.29150391	2	0	FALSE	7.1568e-10
STAB1	0.209211553473849	2.05	1.79	8801	FALSE	674	11267.4208984	4	1.533906	FALSE	8.6792e-50
STAB2	0.462827988338192	0.75	0.53	9009	FALSE	481	6968.99560547	11	0	FALSE	9.2343e-62
STAC2	0.17175572519084	3.04	2.56	1396	FALSE	182	1382.44165039	11	0	FALSE	8.4083e-07
STAG1	0.513802816901408	4.39	2.8	4320	FALSE	724	10724.7695312	42	10.320284	FALSE	1
STAG2	0	4.31	2.82	4319	TRUE	1217	31726.0351562	102	13.364613	FALSE	1
STAG3	0.313180169286578	2.06	-0.06	4199	FALSE	NA	NA	NA	5.354217	FALSE	8.7188e-13
STAM	0.0550239234449761	3.49	0.32	1831	FALSE	523	5025.04638672	12	13.039345	FALSE	0.85048
STAMBP	0.0802792321116928	3.05	0.55	1403	FALSE	1014	19982.671875	28	3.446294	FALSE	5.4496e-05
STAMBPL1	0.114713216957606	2.91	-0.41	1595	FALSE	856	12167.9267578	20	0	FALSE	1.1971e-14
STAP2	0.614761476147615	1.23	0.75	1553	FALSE	198	1249.22070312	3	0	FALSE	1.6296e-16
STAR	0.123629112662014	3.03	-0.32	954	FALSE	476	5175.45214844	26	0	TRUE	8.7679e-11
STARD10	NA	3.33	1.13	1231	FALSE	217	2324.96630859	6	5.663023	FALSE	8.1718e-05
STARD13	0.0731958762886598	2.42	1.03	3911	FALSE	524	7533.6015625	17	1.439071	FALSE	2.3524e-08
STARD3	0.115131578947368	2.61	0.69	1735	FALSE	332	4647.19042969	9	7.164409	FALSE	7.8915e-05
STARD4	0.101382488479263	3.23	-0.63	765	FALSE	201	1485.20874023	4	3.150015	FALSE	6.9854e-11
STARD6	0.996845425867508	2.42	0.4	889	FALSE	134	931.762451172	3	0	FALSE	0.00026527
STARD7	0.0643776824034335	3.53	-0.3	1227.667	FALSE	258	3267.50048828	5	40.819195	FALSE	0.47179
STARD8	0.219047619047619	2.01	0.87	3536	FALSE	316	3025.70385742	13	0	FALSE	0.024522
STARD9	0.501179314727888	1.72	0.61	14670	FALSE	683	6889.40185547	30	0	FALSE	1.0336e-38
STAT1	0.0756501182033097	3.06	-0.54	2633	FALSE	2322	56923.0351562	121	6.230703	TRUE	0.99999
STAT2	0.326315789473684	1.74	-0.91	2962	FALSE	1004	9452.6796875	55	4.889942	TRUE	0.93065
STAT3	0.0421768707482993	3.7	1.47	2689	TRUE	3347	123610.375	172	6.752863	TRUE	1
STAT4	0.1328	3.8	-0.19	2688	FALSE	1241	17620.5527344	56	0	TRUE	0.7662
STAT5B	0.0172543135783946	3.41	0.32	2636	TRUE	1636	23436.0996094	104	4.868293	TRUE	0.99988
STAT6	0.13003663003663	2.83	2.55	2867	FALSE	1343	13916.2734375	62	0	TRUE	0.98849
STAU1	0.0710526315789474	3.8	1.33	2044	FALSE	661	9239.97851562	42	38.12591	FALSE	0.99976
STAU2	0.112244897959184	3.86	0.64	2221	FALSE	352	3434.75708008	14	11.828008	FALSE	0.97269
STC1	0.0434782608695652	4.05	3.53	792	FALSE	672	15355.5048828	27	0	FALSE	0.20364
STC2	0.0842857142857143	3.57	1.11	957	FALSE	668	15613.8291016	18	0	FALSE	0.26588
STEAP1	0.281853281853282	2.84	-0.68	1068	FALSE	242	2389.38574219	5	0	FALSE	5.27e-06
STEAP2	0.2490869247626	3.92	0.02	1639	FALSE	240	2408.78491211	4	0	FALSE	2.2453e-07
STEAP3	0.0743016759776536	2.45	0.76	1758	FALSE	353	6559.55175781	7	0	FALSE	5.3195e-09
STIL	0.581818181818182	2.55	0.83	4167	FALSE	544	5855.3125	19	0	TRUE	0.20105
STIM1	0.0377358490566038	4.37	1.14	2296	FALSE	2	0	0	3.954275	FALSE	0.77534
STIMATE	0.0288640595903166	3.07	1.69	1289	FALSE	90	287.704986572	2	4.712515	FALSE	0.18873
STIP1	0.192112676056338	2.9	1.52	2095	FALSE	1525	25691.1679688	58	27.560612	FALSE	0.99987
STK10	0.183496826312752	2.87	1.24	3195	FALSE	328	5106.1171875	8	1.354923	FALSE	1.2774e-14
STK11	0.0468615649183147	2.27	0.38	1430	TRUE	2047	55393.921875	115	16.126436	FALSE	0.9934
STK17B	0.412655489453759	3.17	0.23	1216	FALSE	839	13754.7207031	28	0	FALSE	0.013619
STK19	0.325490196078431	1.41	-0.16	1219	TRUE	276	4900.91845703	15	3.735541	FALSE	6.7428e-09
STK25	0.102614124073352	2.89	-0.1	1659	FALSE	783	16463.4179688	29	19.665493	FALSE	0.051875
STK3	0.287469287469287	3.87	1.33	1754	FALSE	558	5261.68066406	29	0	FALSE	6.2043e-07
STK31	0.421254801536492	3.39	-0.33	3428	FALSE	276	5607.32958984	7	0	FALSE	0.006616
STK32A	0.380368098159509	3.62	-0.34	1519	FALSE	766	7949.88867188	42	0	FALSE	1.9819e-07
STK32B	0.176911544227886	2.82	-1.37	1421	FALSE	885	14173.3183594	53	5.411459	FALSE	4.9116e-08
STK33	0.450946643717728	2.22	0.08	1723	FALSE	610	6406.0625	24	0	FALSE	2.1656e-06
STK35	0.0668693009118541	3.36	1.72	1758	FALSE	489	5595.07324219	22	5.210925	FALSE	0.48076
STK36	0.328971962616822	2.99	1.03	4376	FALSE	371	3720.69042969	27	1.833904	TRUE	7.1492e-22
STK38	0	4.6	0.34	1590	FALSE	1857	80439.7890625	54	6.45538	FALSE	0.00076687
STK38L	0.0444444444444444	3.4	0.88	1587	FALSE	1687	60145.96875	53	2.120223	FALSE	0.93427
STK39	0.0822898032200358	4.23	1.8	1910	FALSE	533	8407.31445312	15	7.090406	FALSE	0.99916
STK4	0.248956884561891	4.03	2.04	1716	FALSE	636	8369.89550781	34	3.990731	TRUE	0.014598
STK40	0.0293255131964809	3.55	1.76	1632	FALSE	1156	16154.2705078	46	9.675719	FALSE	0.99624
STKLD1	0.173344235486509	0.5	-0.95	2413	FALSE	86	88.4709396362	3	0	FALSE	1.5666e-23
STMN2	0.508333333333333	4.21	2.47	702	FALSE	1433	31542.9609375	84	1132.220838	FALSE	0.97687
STMN4	0	3.5	2.7	938	FALSE	1292	29712.5078125	72	109.656472	FALSE	0.090756
STMND1	0.421602787456446	1.2	-0.13	960	FALSE	13	3.10193657875	1	0	FALSE	9.8701e-05
STOML1	0.0707338638373121	2.42	-0.7	1325	FALSE	488	5831.29394531	8	20.079824	FALSE	2.4189e-11
STOML2	0.136708860759494	3.62	1.36	1215	FALSE	779	11427.9335938	14	25.223789	FALSE	0.0024144
STOML3	0.175373134328358	2.78	-0.27	1005	FALSE	501	9667.96289062	12	0	FALSE	2.5754e-14
STON1	0.295208655332303	2.41	-0.14	2240	FALSE	320	2145.74682617	10	0	FALSE	1.4867e-11
STON2	0.208333333333333	3.08	-0.08	2948	FALSE	420	4199.15234375	11	0	FALSE	0.00016537
STOX1	0.440528634361234	1.83	0.4	3018	FALSE	282	2964.34472656	3	1.226575	FALSE	1.4404e-16
STOX2	0.0582329317269076	3.35	2.09	2844	FALSE	176	971.980651855	4	3.596264	FALSE	0.48409
STPG1	0.246808510638298	1.64	0.22	1186	FALSE	91	361.445556641	7	0	FALSE	1.2043e-09
STPG2	0.539235412474849	1.52	-0.2	1647	FALSE	195	761.895263672	4	0	FALSE	9.3325e-17
STRA6	0.21520618556701	1.61	0.02	2602	FALSE	402	4541.91308594	22	0	TRUE	1.5068e-10
STRA8	0.216867469879518	1.52	-0.32	1121	FALSE	381	6296.50927734	20	0	FALSE	0.00060861
STRADA	0.04	3.43	1.73	1568	FALSE	266	3239.81958008	19	0	FALSE	4.4847e-06
STRADB	0.166240409207161	3.56	1.49	1482	FALSE	310	4868.88037109	15	6.460938	FALSE	0.0010128
STRAP	0.0712742980561555	3.52	0.52	1252	FALSE	733	5640.74902344	27	46.319218	TRUE	0.90143
STRBP	0.0238907849829352	4.5	1.61	2276	FALSE	416	6671.72412109	12	13.020131	FALSE	0.99958
STRIP1	0.165369649805447	3.92	1.75	2900	FALSE	319	2219.44067383	12	22.033834	FALSE	1.2538e-05
STRIP2	0.0535279805352798	3.75	0.98	2848	FALSE	303	2189.75537109	10	0	FALSE	1.6433e-15
STRN	0.315217391304348	3.77	2.36	2615	FALSE	645	14209.1083984	28	4.117291	FALSE	0.66061
STRN3	0.0837696335078534	4.69	2.71	2666	FALSE	582	17801.9550781	25	8.298612	TRUE	0.82925
STRN4	0.12133676092545	2.67	0.41	2539	FALSE	456	30585.7558594	19	47.844946	FALSE	0.99376
STT3A	0	4.11	0.25	2374	FALSE	661	13410.3105469	25	9.295295	FALSE	0.002045
STT3B	0.0807926829268293	3.91	2.62	2721	FALSE	487	5114.81835938	17	33.480447	FALSE	0.99896
STUB1	0	2.85	-0.01	1008	FALSE	1663	41184.7890625	84	56.648231	FALSE	0.018667
STUM	0.0872434017595308	3.13	0.67	492	FALSE	107	332.243835449	3	21.358719	FALSE	0.0043627
STX10	0.0382978723404255	1.59	-0.52	964	FALSE	555	9727.01367188	8	14.374821	FALSE	1.3079e-09
STX11	0.0267326732673267	3.14	0.25	864	FALSE	880	17963.9199219	21	0	FALSE	0.00047412
STX12	0.354838709677419	3.61	1.31	1044	FALSE	838	17061.8769531	18	32.235031	FALSE	0.95624
STX16	NA	3.35	1.86	1162	FALSE	862	24108.0605469	20	6.550188	FALSE	0.48261
STX18	0.0164556962025316	2.54	0.16	1194	FALSE	506	6528.96875	26	5.220192	FALSE	2.4881e-07
