ensembl_transcript_enst	ensembl_transcript_version	hgnc_symbol	obs_missense	exp_missense	overall_chisq	n_regions	ensembl_gene_id
ENST00000378679	3	SHROOM1	274	333.189794452	10.5148231598	3	ENSG00000164403
ENST00000378681	3	UCMA	69	59.4796912455	1.52381891841	1	ENSG00000165623
ENST00000378688	4	HTR2A	109	157.475119928	14.921958803	3	ENSG00000102468
ENST00000378700	3	ID4	44	69.7595997482	9.5120525574	1	ENSG00000172201
ENST00000378720	3	ESD	81	73.0695340609	0.86071836668	1	ENSG00000139684
ENST00000378731	1	CCNI2	69	100.298660387	9.76689158375	2	ENSG00000205089
ENST00000378743	3	ZFC3H1	482	589.988018824	19.7655068195	1	ENSG00000133858
ENST00000378746	4	KIF3A	126	214.063784274	36.2285947948	1	ENSG00000131437
ENST00000378748	3	OPTN	168	169.53655451	0.0139261987943	1	ENSG00000123240
ENST00000378755	5	ATAD3A	189	267.647322669	23.1102680249	3	ENSG00000197785
ENST00000378763	1	FRG2	1	7.43277594926	5.56731518559	1	ENSG00000205097
ENST00000378785	2	ATAD3C	185	178.017460841	0.273882420726	3	ENSG00000215915
ENST00000378789	3	HAO1	142	131.362327636	0.861434745893	1	ENSG00000101323
ENST00000378802	4	CYP4V2	211	184.809976088	3.71147362831	1	ENSG00000145476
ENST00000378825	3	CCDC3	114	103.643580606	1.03484868077	1	ENSG00000151468
ENST00000378827	4	BMP2	117	154.250418608	8.99572071843	1	ENSG00000125845
ENST00000378832	1	ACCSL	204	193.22069742	0.601350505722	1	ENSG00000205126
ENST00000378842	3	GALT	104	157.497470324	18.1715892017	2	ENSG00000213930
ENST00000378847	3	CAMK1D	91	147.089023598	21.38826196	1	ENSG00000183049
ENST00000378858	4	LRRN4	247	322.257049593	17.5748630499	1	ENSG00000125872
ENST00000378863	4	CRLS1	60	56.3398416801	0.237784816693	1	ENSG00000088766
ENST00000378867	3	PRR5L	130	147.202912309	2.01042348467	1	ENSG00000135362
ENST00000378875	3	ALKBH6	64	89.6406939559	7.33422687318	2	ENSG00000239382
ENST00000378887	2	SDHAF1	17	45.8621341878	18.1636289856	1	ENSG00000205138
ENST00000378891	5	DVL1	361	324.755268198	4.04514017808	1	ENSG00000107404
ENST00000378895	4	DHRS13	120	139.859277351	2.81991230301	1	ENSG00000167536
ENST00000378896	3	MCM8	263	253.622882384	0.346697166882	1	ENSG00000125885
ENST00000378909	2	ARID3C	144	160.019746809	1.60375386751	1	ENSG00000205143
ENST00000378910	5	NPHS1	467	512.509842501	4.04118241773	3	ENSG00000161270
ENST00000378919	6	PGPEP1L	94	77.8264638516	3.36110955834	1	ENSG00000183571
ENST00000378933	1	TAB3	114	145.98450311	7.00765093127	1	ENSG00000157625
ENST00000378943	3	GK	44	115.107385109	43.9264623402	1	ENSG00000198814
ENST00000378954	4	ATL2	173	167.048465333	0.212038852448	1	ENSG00000119787
ENST00000378961	4	CHGB	232	208.905126893	2.55318369529	1	ENSG00000089199
ENST00000378970	4	NR0B1	90	136.327819318	15.7434253221	1	ENSG00000169297
ENST00000378980	3	CNTFR	109	139.227641463	6.56270765507	1	ENSG00000122756
ENST00000378981	3	MAGEB1	95	79.7288683869	2.92500653105	1	ENSG00000214107
ENST00000378982	2	MAGEB4	72	71.0139643483	0.0136911988413	1	ENSG00000120289
ENST00000378988	4	MAGEB2	95	56.218726494	26.7524234102	1	ENSG00000099399
ENST00000378993	1	IL1RAPL1	73	145.33736726	36.0037807261	1	ENSG00000169306
ENST00000379019	4	GPCPD1	150	201.176523575	13.0185993806	1	ENSG00000125772
ENST00000379028	3	NRCAM	370	403.452280165	2.77369865839	1	ENSG00000091129
ENST00000379031	5	PUSL1	140	125.124407292	1.76850594712	1	ENSG00000169972
ENST00000379034	1	MAGEB6	135	102.629333666	10.2101416963	1	ENSG00000176746
ENST00000379044	4	ARX	40	112.943836852	47.1101698244	1	ENSG00000004848
ENST00000379052	5	RBM24	47	79.6228710366	13.3661559903	1	ENSG00000112183
ENST00000379059	3	POLA1	240	290.556662173	8.79682493233	1	ENSG00000101868
ENST00000379066	1	PRKD3	255	285.369633875	3.23200001758	1	ENSG00000115825
ENST00000379071	2	FABP9	52	41.9880808512	2.38730904128	1	ENSG00000205186
ENST00000379095	3	NGRN	110	99.0840781239	1.20258827313	1	ENSG00000182768
ENST00000379097	3	TPD52	59	65.3711406875	0.620938127027	1	ENSG00000076554
ENST00000379103	3	LYRM9	23	18.479221167	1.10596875661	1	ENSG00000232859
ENST00000379119	2	BCAP29	114	91.6212366631	5.46608042775	1	ENSG00000075790
ENST00000379144	2	PCYT1B	39	78.0306325053	19.5229773853	2	ENSG00000102230
ENST00000379153	3	CD83	62	68.8663887712	0.684619821052	1	ENSG00000112149
ENST00000379158	2	NUDT2	32	44.2838392893	3.40739895428	1	ENSG00000164978
ENST00000379160	3	PCNA	34	88.7167370129	33.7469727826	1	ENSG00000132646
ENST00000379161	4	NUFIP1	188	157.272149246	6.00361104311	1	ENSG00000083635
ENST00000379166	2	KIF24	470	405.493609314	10.2617509715	1	ENSG00000186638
ENST00000379170	4	MCUR1	101	93.5824774907	0.587926732126	1	ENSG00000050393
ENST00000379177	1	ZFX	99	178.26391607	35.2441959609	2	ENSG00000005889
ENST00000379179	3	SERP2	17	22.2481857313	1.23800896859	1	ENSG00000151778
ENST00000379198	2	B3GALT6	69	149.127716125	43.0533710185	1	ENSG00000176022
ENST00000379205	4	C4orf46	35	38.4563450686	0.310646298071	1	ENSG00000205208
ENST00000379211	3	CXorf58	71	81.8092907607	1.42820901712	1	ENSG00000165182
ENST00000379214	4	LGR4	239	255.711651729	1.09216495078	1	ENSG00000205213
ENST00000379215	4	ECHDC3	109	94.8250854323	2.1189351118	1	ENSG00000134463
ENST00000379221	2	DNAJC15	63	50.6980649444	2.98507657596	1	ENSG00000120675
ENST00000379226	4	APOO	53	39.5660562038	4.56125434871	1	ENSG00000184831
ENST00000379236	3	TNFRSF4	100	98.0877423386	0.0372801868669	1	ENSG00000186827
ENST00000379238	1	UBAP2	415	362.325279056	7.65783230399	1	ENSG00000137073
ENST00000379242	3	VIT	326	252.338225796	21.5031113964	1	ENSG00000205221
ENST00000379245	4	FEZ2	116	79.8336329543	16.3841485961	1	ENSG00000171055
ENST00000379263	3	DNAJC2	157	172.642662771	1.41733737555	1	ENSG00000105821
ENST00000379264	2	ACSL6	210	253.422167184	7.44009343743	1	ENSG00000164398
ENST00000379270	4	SAT1	15	38.3018946076	14.1762776454	1	ENSG00000130066
ENST00000379287	3	GFOD1	92	217.360576202	72.300480337	1	ENSG00000145990
ENST00000379290	1	TTLL10	173	135.730852751	10.2334090484	1	ENSG00000162571
ENST00000379303	5	ACOT9	92	98.4423847927	0.421610284077	1	ENSG00000123130
ENST00000379310	3	VWA8	688	588.251404666	16.914166617	1	ENSG00000102763
ENST00000379328	3	GATA3	106	189.410936462	36.731692749	1	ENSG00000107485
ENST00000379333	1	SLC23A2	127	246.459391983	57.9022216122	1	ENSG00000089057
ENST00000379341	4	PRDX4	35	62.5470964339	12.1323381133	1	ENSG00000123131
ENST00000379343	2	SLC30A6	172	135.473510413	9.84830493756	1	ENSG00000152683
ENST00000379348	2	PHACTR1	49	60.6854115549	2.25010986511	2	ENSG00000112137
ENST00000379359	3	RGCC	27	44.1033573574	6.63271121345	1	ENSG00000102760
ENST00000379361	4	PTCHD1	135	205.76769927	24.3384519425	1	ENSG00000165186
ENST00000379370	2	AGRN	829	838.641098053	0.110834982797	2	ENSG00000188157
ENST00000379374	4	PHEX	137	171.603307442	6.97765622212	1	ENSG00000102174
ENST00000379375	5	EDN1	76	77.8870952372	0.0457216747305	1	ENSG00000078401
ENST00000379378	3	E2F4	102	127.588540647	5.13191395671	2	ENSG00000205250
ENST00000379380	4	LYRM7	26	21.3149241342	1.0297918834	1	ENSG00000186687
ENST00000379388	2	HIVEP1	924	834.95737127	9.4958018264	1	ENSG00000095951
ENST00000379389	4	ISG15	79	82.9624768242	0.189256916901	1	ENSG00000187608
ENST00000379400	3	RASSF2	109	139.978982426	6.85601034881	1	ENSG00000101265
ENST00000379406	3	NAA16	281	242.268752855	6.19192317494	1	ENSG00000172766
ENST00000379410	3	PLEKHN1	335	231.354746783	46.4323237961	1	ENSG00000187583
ENST00000379416	3	XDH	561	454.961980954	24.714288125	1	ENSG00000158125
ENST00000379426	1	TMEM170B	25	38.3228936125	4.63168298316	1	ENSG00000205269
ENST00000379440	4	PRNP	70	97.6732990729	7.8405407501	1	ENSG00000171867
ENST00000379445	3	CTXN3	26	27.0513250948	0.0408587916138	1	ENSG00000205279
ENST00000379446	5	NEDD9	283	299.521385887	0.911307854748	1	ENSG00000111859
ENST00000379448	4	ZNF827	316	375.05334022	9.2981360706	3	ENSG00000151612
ENST00000379454	4	ASPH	278	225.371508258	12.2897440075	1	ENSG00000198363
ENST00000379480	4	MTRF1	143	136.554430015	0.304240385512	1	ENSG00000120662
ENST00000379483	3	KBTBD7	158	265.681820815	43.6438387031	1	ENSG00000120696
ENST00000379484	5	MBTPS2	68	109.585609904	15.7809310235	1	ENSG00000012174
ENST00000379485	1	KBTBD6	116	263.792986007	82.802681919	1	ENSG00000165572
ENST00000379487	3	WBP4	122	95.0556743875	7.63759436134	1	ENSG00000120688
ENST00000379491	4	GCM2	171	178.703097924	0.332046384849	1	ENSG00000124827
ENST00000379494	3	SMPX	22	19.5416541213	0.309260639942	1	ENSG00000091482
ENST00000379499	2	KLHL34	137	183.372251485	11.7268871948	1	ENSG00000185915
ENST00000379500	2	CMTM1	108	125.841144236	2.52943049421	1	ENSG00000089505
ENST00000379504	3	TOM1L2	195	199.242575457	0.090339358788	1	ENSG00000175662
ENST00000379510	3	CNKSR2	108	212.821582742	51.6280541993	1	ENSG00000149970
ENST00000379516	2	SNX2	142	145.575537505	0.0878201700061	1	ENSG00000205302
ENST00000379520	3	YPEL5	13	53.3226811187	30.4920641365	1	ENSG00000119801
ENST00000379540	3	NFX1	347	357.365077327	0.300630461128	1	ENSG00000086102
ENST00000379542	5	TMEM14B	50	42.1386292238	1.46661511347	1	ENSG00000137210
ENST00000379551	2	PRR16	98	79.4352188096	4.33876945027	1	ENSG00000184838
ENST00000379554	3	INSC	248	222.325583587	2.96491140394	1	ENSG00000188487
ENST00000379561	5	FOXO1	138	222.212401334	31.9141888385	2	ENSG00000150907
ENST00000379562	4	KIN	110	123.525148411	1.48091009727	1	ENSG00000151657
ENST00000379565	3	RPS6KA3	30	147.211493891	93.3251469507	1	ENSG00000177189
ENST00000379568	3	PAK1IP1	119	116.110743035	0.071895206198	1	ENSG00000111845
ENST00000379597	3	GCNT2	179	129.531727727	18.8919734538	1	ENSG00000111846
ENST00000379600	3	NHLRC3	117	103.689896234	1.70854508208	1	ENSG00000188811
ENST00000379604	2	TFAP2A	81	197.196927775	68.4682371914	1	ENSG00000137203
ENST00000379607	5	EIF1AX	2	30.945237745	27.0744983451	1	ENSG00000173674
ENST00000379611	5	CCDC112	148	138.497471416	0.651983379623	1	ENSG00000164221
ENST00000379631	4	STOML3	121	104.82402968	2.4962026035	1	ENSG00000133115
ENST00000379638	4	REEP5	66	64.6668647533	0.0274831568361	1	ENSG00000129625
ENST00000379643	5	MAP7D2	185	175.747373225	0.487125927834	1	ENSG00000184368
ENST00000379644	4	HGSNAT	189	175.06510131	1.10919537957	1	ENSG00000165102
ENST00000379645	3	TRPC3	174	317.428990595	64.8078025408	1	ENSG00000138741
ENST00000379655	4	KIFC3	245	356.53839387	34.8933341288	1	ENSG00000140859
ENST00000379660	4	SLC35B3	120	110.475209905	0.821194423931	1	ENSG00000124786
ENST00000379661	3	KATNB1	238	291.134095698	9.69735997052	3	ENSG00000140854
ENST00000379663	3	EXOSC9	161	140.004087398	3.14868197207	1	ENSG00000123737
ENST00000379665	2	OR6C65	106	80.8824452835	7.80010486485	1	ENSG00000205328
ENST00000379667	1	OR6C3	136	84.7588946255	30.9778801576	1	ENSG00000205329
ENST00000379668	2	OR6C1	115	82.679508991	12.6344985815	1	ENSG00000205330
ENST00000379672	5	ARHGAP44	176	239.72644751	16.940392495	2	ENSG00000006740
ENST00000379681	3	TRPC4	223	297.283065188	18.5613458009	2	ENSG00000133107
ENST00000379692	4	NDNF	178	167.018874576	0.721984960535	1	ENSG00000173376
ENST00000379695	5	INSL3	39	31.9254814494	1.56767605218	1	ENSG00000248099
ENST00000379715	5	EEF1E1	46	52.3654719699	0.773777679744	1	ENSG00000124802
ENST00000379719	3	IPO7	177	290.3796043	44.2694131436	1	ENSG00000205339
ENST00000379721	3	SPINK4	33	29.2000374361	0.494510170349	1	ENSG00000122711
ENST00000379727	3	CYP1A1	239	189.44746833	12.9611306845	1	ENSG00000140465
ENST00000379731	4	B4GALT1	115	159.676078086	12.5000061191	1	ENSG00000086062
ENST00000379747	4	POSTN	257	253.70037607	0.042914867724	1	ENSG00000133110
ENST00000379751	4	CENPB	126	281.653644061	86.0207471845	1	ENSG00000125817
ENST00000379756	3	SPEF1	72	98.6401854558	7.19483117189	1	ENSG00000101222
ENST00000379757	4	TXNDC5	158	150.243108694	0.400480017047	1	ENSG00000239264
ENST00000379774	4	ADPRM	83	102.368901328	3.66472955937	1	ENSG00000170222
ENST00000379775	4	PFKFB3	177	240.545222107	16.7868445577	1	ENSG00000170525
ENST00000379800	3	CSNK1A1L	116	117.866101519	0.02954483802	1	ENSG00000180138
ENST00000379802	3	DSP	898	955.692606386	3.48274833286	1	ENSG00000096696
ENST00000379803	1	SIN3B	302	500.654385848	78.8239674556	2	ENSG00000127511
ENST00000379806	5	PDHA1	47	105.378121665	32.3407272336	2	ENSG00000131828
ENST00000379813	3	APTX	125	107.071559496	3.00200146898	1	ENSG00000137074
ENST00000379818	3	MT1M	34	24.1894464066	3.97888236842	1	ENSG00000205364
ENST00000379826	4	SMAD9	157	168.471765958	0.781148184913	1	ENSG00000120693
ENST00000379829	2	OR10A4	121	89.7214107887	10.9043107375	1	ENSG00000170782
ENST00000379834	2	RIOK1	169	171.265893095	0.0299783653749	1	ENSG00000124784
ENST00000379847	3	NDUFB6	45	40.8537886735	0.420794959832	1	ENSG00000165264
ENST00000379883	2	DDX58	274	255.784352252	1.2972248691	1	ENSG00000107201
ENST00000379887	4	ARIH1	51	189.072903639	100.829502019	2	ENSG00000166233
ENST00000379907	4	ADAM32	215	181.130356931	6.33329907291	1	ENSG00000197140
ENST00000379919	4	MAB21L1	95	161.419346205	27.3296209777	1	ENSG00000180660
ENST00000379925	3	RPGRIP1L	437	386.484914443	6.60251868423	1	ENSG00000103494
ENST00000379936	2	CNGA4	223	242.870474801	1.62570509706	1	ENSG00000132259
ENST00000379938	2	RREB1	733	730.320338781	0.00983210225378	3	ENSG00000124782
ENST00000379942	4	PHKA2	259	325.594608251	13.6207471983	2	ENSG00000044446
ENST00000379953	2	LY86	71	48.8467672808	10.0470460427	1	ENSG00000112799
ENST00000379958	2	SAMD9	428	422.845377859	0.0628365137815	1	ENSG00000205413
ENST00000379959	3	IL2RA	97	99.2783980864	0.0522882917132	1	ENSG00000134460
ENST00000379965	3	TRIM22	176	149.284067288	4.78109334524	1	ENSG00000132274
ENST00000379977	3	IL15RA	96	89.2884499381	0.504487470271	1	ENSG00000134470
ENST00000379979	4	GLRX	30	36.7131936275	1.22754149742	1	ENSG00000173221
ENST00000379982	3	RHOBTB3	160	206.539324728	10.4866651861	1	ENSG00000164292
ENST00000379984	3	RS1	41	66.1900305854	9.58660443696	1	ENSG00000102104
ENST00000379989	3	CDKL5	157	237.581413337	27.331111825	2	ENSG00000008086
ENST00000379992	2	LINGO2	204	200.925083528	0.0470578941458	1	ENSG00000174482
ENST00000380003	3	C9orf72	144	137.661235721	0.291875431526	1	ENSG00000147894
ENST00000380009	4	ARSK	184	151.986842427	6.74296696648	1	ENSG00000164291
ENST00000380032	3	EQTN	121	78.1611985714	23.4792063246	1	ENSG00000120160
ENST00000380033	4	BEND2	159	163.743849249	0.137434815412	1	ENSG00000177324
ENST00000380034	3	TRIM5	187	158.364762807	5.17777310138	1	ENSG00000132256
ENST00000380036	4	TEK	315	361.367722311	5.94952326831	3	ENSG00000120156
ENST00000380041	3	SCML1	36	79.0141380514	23.4162659738	1	ENSG00000047634
ENST00000380044	1	MPV17	53	62.2614985644	1.37766288374	1	ENSG00000115204
ENST00000380051	2	RPP40	116	121.335967679	0.234658787624	1	ENSG00000124787
ENST00000380055	5	LRRC19	121	91.9551612627	9.1740653346	1	ENSG00000184434
ENST00000380059	3	SLC4A11	344	396.2757774	6.89609877423	1	ENSG00000088836
ENST00000380060	3	NHS	302	367.998580968	11.8364931689	1	ENSG00000188158
ENST00000380067	2	SLC25A35	116	100.626980924	2.34857205626	1	ENSG00000125434
ENST00000380069	3	EXOC3L4	235	258.624707229	2.15805673644	3	ENSG00000205436
ENST00000380071	3	RFC3	130	110.251079807	3.53756035286	1	ENSG00000133119
ENST00000380079	4	STEAP4	131	137.436298368	0.301419182371	1	ENSG00000127954
ENST00000380084	4	RBBP7	26	94.6661193613	49.807005716	1	ENSG00000102054
ENST00000380094	5	ANKRD16	125	128.352781714	0.0875800670111	1	ENSG00000134461
ENST00000380095	1	KRTAP10-10	115	96.3691278955	3.60187336912	1	ENSG00000221859
ENST00000380097	3	TRIM6	211	165.222487405	12.6833864585	1	ENSG00000121236
ENST00000380099	3	KL	310	379.803527573	12.8290869039	2	ENSG00000133116
ENST00000380102	2	KRTAP10-7	89	140.25140102	18.7285552046	1	ENSG00000272804
ENST00000380113	3	ITPA	72	82.8318976339	1.41648338022	1	ENSG00000125877
ENST00000380118	3	ECI2	147	127.298306872	3.04918990413	1	ENSG00000198721
ENST00000380122	5	TXLNG	102	102.160212917	0.000251254164327	3	ENSG00000086712
ENST00000380130	2	N4BP2L1	55	81.3612566237	8.54111501735	1	ENSG00000139597
ENST00000380155	3	SYAP1	54	76.4685913439	6.60189481862	1	ENSG00000169895
ENST00000380171	3	ATRAID	105	91.5007591738	1.99156274254	1	ENSG00000138085
ENST00000380172	4	MTAP	106	100.447695245	0.306906873404	1	ENSG00000099810
ENST00000380183	4	ALOX15B	241	235.917708785	0.109485990393	1	ENSG00000179593
ENST00000380184	1	UBQLNL	183	132.399289507	19.3387133113	1	ENSG00000175518
ENST00000380191	4	GDI2	118	142.851164212	4.32324346893	1	ENSG00000057608
ENST00000380198	2	NABP2	43	78.1012191614	15.775625526	1	ENSG00000139579
ENST00000380200	3	S100G	12	12.4914300335	0.0193335332409	1	ENSG00000169906
ENST00000380205	1	IFNA8	70	46.7785757002	11.5273827481	1	ENSG00000120242
ENST00000380206	2	IFNA2	74	43.977895121	20.4949959266	1	ENSG00000188379
ENST00000380210	1	IFNA6	68	44.4695635638	12.4507954319	1	ENSG00000120235
ENST00000380211	1	OR51I1	160	96.7218303128	41.3983766231	1	ENSG00000167359
ENST00000380219	1	OR51B6	152	93.4252866143	36.7245011769	1	ENSG00000176239
ENST00000380224	1	OR51B4	140	95.0932176586	21.2067605862	1	ENSG00000183251
ENST00000380225	1	IFNA21	64	46.8189449525	6.30489757609	1	ENSG00000137080
ENST00000380229	2	IFNW1	83	52.1482261073	18.2524320266	1	ENSG00000177047
ENST00000380230	3	ANKDD1A	194	178.434826621	1.3577765446	1	ENSG00000166839
ENST00000380232	2	IFNB1	71	46.5564110091	12.8336577027	1	ENSG00000171855
ENST00000380237	1	HBE1	54	43.9023870923	2.32246566045	1	ENSG00000213931
ENST00000380249	1	FOCAD	793	515.7808923	148.998217695	1	ENSG00000188352
ENST00000380250	3	FRY	732	991.319770515	67.8355717096	3	ENSG00000073910
ENST00000380254	2	FBXO16	112	92.5010523802	4.1103203531	1	ENSG00000214050
ENST00000380259	2	HBG2	3	34.1361370209	28.3997872399	1	ENSG00000196565
ENST00000380262	3	CNTROB	336	359.179059904	1.49582444522	1	ENSG00000170037
ENST00000380266	3	FASTKD5	256	226.253293102	3.91095554506	1	ENSG00000215251
ENST00000380274	1	FAM50B	104	203.628050599	48.7445046834	1	ENSG00000145945
ENST00000380283	4	PXDC1	69	89.6190012228	4.74389588841	1	ENSG00000168994
ENST00000380289	2	GRPR	74	90.0650780164	2.86555829803	1	ENSG00000126010
ENST00000380293	3	AVP	30	44.1600397172	4.54045616979	1	ENSG00000101200
ENST00000380299	3	HBD	59	41.9317642675	6.94758916327	1	ENSG00000223609
ENST00000380310	2	FBXL19	118	262.612001208	79.6331881149	3	ENSG00000099364
ENST00000380320	4	EMILIN1	357	395.081639795	3.67066232241	2	ENSG00000138080
ENST00000380324	3	USP3	122	168.490839061	12.8279859525	1	ENSG00000140455
ENST00000380325	3	MRPS26	60	94.9478989528	12.8634298883	1	ENSG00000125901
ENST00000380332	3	CALML5	60	85.4315484333	7.57054820587	1	ENSG00000178372
ENST00000380338	4	MLLT3	131	174.624514883	10.8982309846	3	ENSG00000171843
ENST00000380345	2	LHFPL2	66	87.9925971463	5.49676160183	1	ENSG00000145685
ENST00000380358	4	CHD3	350	750.499028031	213.723756411	5	ENSG00000170004
ENST00000380367	1	OR52A1	117	91.0719656098	7.38166748501	1	ENSG00000182070
ENST00000380370	1	OR52J3	150	107.820981957	16.5002166627	1	ENSG00000205495
ENST00000380371	1	OR51A2	31	83.6266517422	33.1182035379	1	ENSG00000205496
ENST00000380373	2	OR51A4	65	85.8460833658	5.0620735933	1	ENSG00000205497
ENST00000380377	4	TBCA	27	34.1299075402	1.48947316872	1	ENSG00000171530
ENST00000380378	1	OR51T1	135	108.188259904	6.64461566909	1	ENSG00000176900
ENST00000380379	5	BPHL	93	96.8584694442	0.153706604466	1	ENSG00000137274
ENST00000380390	1	MMP26	85	74.7473187369	1.40630426428	1	ENSG00000167346
ENST00000380392	3	C2CD4B	59	116.296894643	28.2289062475	1	ENSG00000205502
ENST00000380393	3	PTPRA	207	288.761733688	23.1505089345	2	ENSG00000132670
ENST00000380412	5	ZNF768	146	247.998661744	41.9507384613	1	ENSG00000169957
ENST00000380419	3	TUBAL3	194	169.711956584	3.47594279653	1	ENSG00000178462
ENST00000380421	3	PIR	80	62.0120792868	5.21777846032	1	ENSG00000087842
ENST00000380433	3	UCN3	70	57.653687569	2.6439146752	1	ENSG00000178473
ENST00000380445	3	VPS16	308	324.52415475	0.841378634508	1	ENSG00000215305
ENST00000380448	1	AKR1C4	135	98.7069292854	13.3444226401	1	ENSG00000198610
ENST00000380450	4	SHBG	138	128.964497903	0.63304474854	1	ENSG00000129214
ENST00000380473	3	TEX26	121	78.8319958839	22.5560770243	1	ENSG00000175664
ENST00000380482	4	MEDAG	103	97.5982968043	0.29896420706	1	ENSG00000102802
ENST00000380486	3	C2CD2	212	252.543249657	6.5088062934	2	ENSG00000157617
ENST00000380488	4	ASB9	59	66.2690060082	0.797332743162	1	ENSG00000102048
ENST00000380490	3	ALOX5AP	48	60.2261401274	2.48195388411	1	ENSG00000132965
ENST00000380492	3	MOSPD2	68	102.710310407	11.7301334575	1	ENSG00000130150
ENST00000380502	3	HAUS6	345	267.857157938	22.2171329199	1	ENSG00000147874
ENST00000380516	2	SLTM	263	375.257916223	33.5818092303	1	ENSG00000137776
ENST00000380518	3	COL2A1	380	521.768345288	38.5195152355	3	ENSG00000139219
ENST00000380520	1	SERPINB6	150	137.74892923	1.08958186363	1	ENSG00000124570
ENST00000380523	4	GEMIN8	55	67.2991893059	2.2477248113	1	ENSG00000046647
ENST00000380527	1	RRAGA	39	142.528360671	75.1999210031	1	ENSG00000155876
ENST00000380542	4	NAP1L4	111	119.670651738	0.628225888916	1	ENSG00000205531
ENST00000380548	4	ADAMTSL1	719	628.252696024	13.1078994662	1	ENSG00000178031
ENST00000380554	3	AKR1C3	135	95.4255269166	16.4121589939	1	ENSG00000196139
ENST00000380574	1	SLC22A18	162	163.241222584	0.0094377723843	1	ENSG00000110628
ENST00000380586	1	ADRA1A	163	189.057566532	3.59148161075	1	ENSG00000120907
ENST00000380588	4	IGSF5	157	139.644892584	2.15689774138	1	ENSG00000183067
ENST00000380589	4	C20orf141	68	55.7934604905	2.67055682667	1	ENSG00000258713
ENST00000380591	3	BTF3	28	57.1087195973	14.8369209215	1	ENSG00000145741
ENST00000380602	3	EGFL6	118	128.394376067	0.841493663009	1	ENSG00000198759
ENST00000380605	2	CPXM1	256	300.40552567	6.56396284854	1	ENSG00000088882
ENST00000380607	4	SH3GL2	85	106.639772554	4.39122988524	1	ENSG00000107295
ENST00000380615	3	KATNAL1	129	150.844460381	3.16339392332	1	ENSG00000102781
ENST00000380620	4	B3GALT5	108	116.66594996	0.643707000555	1	ENSG00000183778
ENST00000380622	2	ATXN3L	77	68.1640763907	1.14537671693	1	ENSG00000123594
ENST00000380629	2	BNIP3L	63	70.7278355476	0.844355574973	1	ENSG00000104765
ENST00000380636	1	TMSB4X	5	12.9170218989	4.85245254194	1	ENSG00000205542
ENST00000380639	5	PTCD2	120	115.070412955	0.211182247578	1	ENSG00000049883
ENST00000380648	4	EBF4	24	37.752734377	5.00990738727	1	ENSG00000088881
ENST00000380649	3	HADHA	225	239.334143885	0.858497152077	1	ENSG00000084754
ENST00000380656	2	TTC8	174	161.765716824	0.925274450982	1	ENSG00000165533
ENST00000380659	3	TLR7	115	196.231581457	33.6264416617	1	ENSG00000196664
ENST00000380672	4	BNC2	359	369.977709392	0.325722605557	3	ENSG00000173068
ENST00000380680	4	UBL3	26	40.3782647244	5.11994504709	1	ENSG00000122042
ENST00000380682	1	FRMPD4	264	325.536818191	11.6324169232	2	ENSG00000169933
ENST00000380698	4	SERPINB9	148	131.557994096	2.05490787556	1	ENSG00000170542
ENST00000380707	4	SMN1	2	3.83376325638	0.877124500278	1	ENSG00000172062
ENST00000380712	3	AMELX	44	47.2964990998	0.229761325297	1	ENSG00000125363
ENST00000380733	4	PSIP1	155	149.289564287	0.218428369008	1	ENSG00000164985
ENST00000380739	5	SERPINB1	123	124.414308447	0.0160774786128	1	ENSG00000021355
ENST00000380743	4	SMN2	0	3.38374578086	3.38374578086	1	ENSG00000205571
ENST00000380749	5	HMGN1	53	35.1607989058	9.05090628147	1	ENSG00000205581
ENST00000380752	5	SLC7A1	132	245.899971126	52.7580518338	3	ENSG00000139514
ENST00000380753	4	AKR1C2	59	78.6640129385	4.91550571094	2	ENSG00000151632
ENST00000380773	4	WRNIP1	236	245.073455611	0.335930288852	1	ENSG00000124535
ENST00000380814	4	SLC46A3	136	137.775418557	0.0228786171386	1	ENSG00000139508
ENST00000380815	4	GMDS	74	138.909619069	30.3309351499	1	ENSG00000112699
ENST00000380821	3	SNAPC3	161	123.849837482	11.1436123224	1	ENSG00000164975
ENST00000380833	4	CLCN4	74	214.70266393	92.207703783	1	ENSG00000073464
ENST00000380834	2	CENPO	105	101.293245614	0.135646044247	1	ENSG00000138092
ENST00000380835	2	NOXRED1	109	106.685787238	0.0501995705916	1	ENSG00000165555
ENST00000380842	4	POMP	32	39.6383147467	1.47190546679	1	ENSG00000132963
ENST00000380843	4	IDH3B	123	156.868600752	7.31237552595	1	ENSG00000101365
ENST00000380871	4	NKX3-1	96	100.319776451	0.186009870098	1	ENSG00000167034
ENST00000380872	4	AKR1C1	72	92.8373415048	4.67694134653	2	ENSG00000187134
ENST00000380887	2	ESRRB	153	194.662397118	8.91674693889	1	ENSG00000119715
ENST00000380907	2	HUS1B	140	157.698403787	1.98628197297	1	ENSG00000188996
ENST00000380911	3	CER1	128	84.6307542405	22.2246805506	1	ENSG00000147869
ENST00000380913	3	SHROOM2	430	381.203825351	6.24617724699	1	ENSG00000146950
ENST00000380916	4	ZDHHC21	83	81.1210332876	0.043521584516	1	ENSG00000175893
ENST00000380950	2	CEP152	525	456.238976779	10.363161753	1	ENSG00000103995
ENST00000380952	2	ASGR2	122	110.724847115	1.14815306498	1	ENSG00000161944
